gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2563530173	112	83	96	ProSitePatterns	PS00638	IPR017918	Nitrogen regulatory protein PII, conserved site	GO:0006808|GO:0030234
2563530174	454	56	123	SUPERFAMILY	SSF56935			
2563530174	454	155	358	SUPERFAMILY	SSF56935			
2563530174	454	395	452	SUPERFAMILY	SSF56935			
2563530175	469	386	398	ProSitePatterns	PS00182	IPR001637	Glutamine synthetase class-I, adenylation site	
2563530175	469	3	100	SUPERFAMILY	SSF54368	IPR008147	Glutamine synthetase, beta-Grasp	GO:0004356|GO:0006542|GO:0006807
2563530175	469	50	68	ProSitePatterns	PS00180	IPR027302	Glutamine synthetase, N-terminal conserved site	
2563530175	469	259	274	ProSitePatterns	PS00181	IPR027303	Glutamine synthetase, glycine-rich site	
2563530175	469	102	468	SUPERFAMILY	SSF55931			
2563530176	472	7	471	SUPERFAMILY	SSF53732	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha	GO:0008152
2563530176	472	406	419	ProSitePatterns	PS01244	IPR018136	Aconitase family, 4Fe-4S cluster binding site	
2563530177	203	1	196	SUPERFAMILY	SSF52016	IPR015928	Aconitase/3-isopropylmalate dehydratase, swivel	GO:0008152
2563530179	514	8	269	ProSiteProfiles	PS50991	IPR000891	Pyruvate carboxyltransferase	GO:0003824
2563530179	514	15	31	ProSitePatterns	PS00815	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752|GO:0046912
2563530179	514	204	217	ProSitePatterns	PS00816	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752|GO:0046912
2563530179	514	370	506	SMART	SM00917	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	GO:0003852|GO:0009098
2563530179	514	391	503	SUPERFAMILY	SSF110921	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	GO:0003852|GO:0009098
2563530179	514	5	292	SUPERFAMILY	SSF51569			
2563530183	88	1	47	SUPERFAMILY	SSF143120			
2563530186	2863	2351	2863	SUPERFAMILY	SSF48208	IPR008928	Six-hairpin glycosidase-like	GO:0003824
2563530186	2863	1562	1622	SMART	SM01068	IPR009342	Putative carbohydrate binding domain	
2563530186	2863	2068	2133	SMART	SM01068	IPR009342	Putative carbohydrate binding domain	
2563530186	2863	1575	1834	SUPERFAMILY	SSF74650	IPR011013	Galactose mutarotase-like domain	GO:0003824|GO:0005975|GO:0030246
2563530186	2863	2068	2334	SUPERFAMILY	SSF74650	IPR011013	Galactose mutarotase-like domain	GO:0003824|GO:0005975|GO:0030246
2563530188	184	1	33	ProSiteProfiles	PS51257			
2563530193	272	29	91	SUPERFAMILY	SSF47090	IPR002477	Peptidoglycan binding-like	
2563530195	296	224	286	SUPERFAMILY	SSF47090	IPR002477	Peptidoglycan binding-like	
2563530195	296	30	77	SUPERFAMILY	SSF53955	IPR023346	Lysozyme-like domain	
2563530195	296	110	210	SUPERFAMILY	SSF53955	IPR023346	Lysozyme-like domain	
2563530197	377	46	377	SUPERFAMILY	SSF48208	IPR008928	Six-hairpin glycosidase-like	GO:0003824
2563530198	739	56	178	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563530198	739	69	135	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563530198	739	185	232	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2563530198	739	188	254	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563530198	739	195	300	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563530198	739	302	474	SMART	SM00267	IPR000160	GGDEF domain	
2563530198	739	343	476	ProSiteProfiles	PS50887	IPR000160	GGDEF domain	
2563530198	739	259	311	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2563530198	739	318	474	SUPERFAMILY	SSF55073	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190|GO:0016849|GO:0035556
2563530198	739	260	302	SMART	SM00086	IPR001610	PAC motif	
2563530198	739	484	731	SMART	SM00052	IPR001633	Diguanylate phosphodiesterase, EAL domain	
2563530198	739	485	739	ProSiteProfiles	PS50883	IPR001633	Diguanylate phosphodiesterase, EAL domain	
2563530198	739	490	737	SUPERFAMILY	SSF141868	IPR001633	Diguanylate phosphodiesterase, EAL domain	
2563530199	976	533	598	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563530199	976	716	836	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563530199	976	729	794	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563530199	976	838	904	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563530199	976	848	946	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563530199	976	851	881	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2563530199	976	26	214	SUPERFAMILY	SSF52738	IPR000673	Signal transduction response regulator, chemotaxis, protein-glutamate methylesterase	GO:0000156|GO:0000160|GO:0005737|GO:0006935|GO:0008984
2563530199	976	27	213	ProSiteProfiles	PS50122	IPR000673	Signal transduction response regulator, chemotaxis, protein-glutamate methylesterase	GO:0000156|GO:0000160|GO:0005737|GO:0006935|GO:0008984
2563530199	976	909	961	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2563530199	976	230	493	SMART	SM00138	IPR000780	MCP methyltransferase, CheR-type	GO:0008757
2563530199	976	233	474	ProSiteProfiles	PS50123	IPR000780	MCP methyltransferase, CheR-type	GO:0008757
2563530199	976	798	838	SMART	SM00086	IPR001610	PAC motif	
2563530199	976	910	952	SMART	SM00086	IPR001610	PAC motif	
2563530199	976	232	298	SUPERFAMILY	SSF47757	IPR022641	MCP methyltransferase, CheR-type, all-alpha domain, N-terminal	
2563530199	976	296	492	SUPERFAMILY	SSF53335			
2563530201	802	125	218	SMART	SM00436	IPR003601	DNA topoisomerase, type IA, domain 2	GO:0003677|GO:0003916|GO:0006265
2563530201	802	259	563	SMART	SM00437	IPR003602	DNA topoisomerase, type IA, DNA-binding	GO:0003677|GO:0003916|GO:0006265
2563530201	802	1	124	SMART	SM00493	IPR006171	Toprim domain	
2563530201	802	1	136	ProSiteProfiles	PS50880	IPR006171	Toprim domain	
2563530201	802	1	407	SUPERFAMILY	SSF56712	IPR023405	DNA topoisomerase, type IA, core domain	
2563530201	802	436	610	SUPERFAMILY	SSF56712	IPR023405	DNA topoisomerase, type IA, core domain	
2563530201	802	296	310	ProSitePatterns	PS00396	IPR023406	DNA topoisomerase, type IA, active site	GO:0003917
2563530202	457	130	332	SUPERFAMILY	SSF102405			
2563530204	68	3	68	SMART	SM00357	IPR011129	Cold shock protein	GO:0003676
2563530204	68	1	66	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2563530204	68	15	34	ProSitePatterns	PS00352	IPR019844	Cold-shock conserved site	
2563530205	88	2	79	ProSiteProfiles	PS50102	IPR000504	RNA recognition motif domain	GO:0003676
2563530205	88	3	75	SMART	SM00360	IPR000504	RNA recognition motif domain	GO:0003676
2563530205	88	2	80	SUPERFAMILY	SSF54928			
2563530206	120	1	18	ProSiteProfiles	PS51257			
2563530207	409	3	251	SUPERFAMILY	SSF53901	IPR016039	Thiolase-like	GO:0003824|GO:0008152
2563530207	409	214	408	SUPERFAMILY	SSF53901	IPR016039	Thiolase-like	GO:0003824|GO:0008152
2563530207	409	155	171	ProSitePatterns	PS00606	IPR018201	Beta-ketoacyl synthase, active site	
2563530207	409	5	409	SMART	SM00825	IPR020841	Polyketide synthase, beta-ketoacyl synthase domain	
2563530208	241	3	189	SMART	SM00822	IPR020842	Polyketide synthase/Fatty acid synthase, KR	
2563530208	241	2	240	SUPERFAMILY	SSF51735			
2563530209	166	30	153	SUPERFAMILY	SSF54637			
2563530210	423	8	258	SUPERFAMILY	SSF53901	IPR016039	Thiolase-like	GO:0003824|GO:0008152
2563530210	423	233	422	SUPERFAMILY	SSF53901	IPR016039	Thiolase-like	GO:0003824|GO:0008152
2563530210	423	178	194	ProSitePatterns	PS00606	IPR018201	Beta-ketoacyl synthase, active site	
2563530210	423	64	423	SMART	SM00825	IPR020841	Polyketide synthase, beta-ketoacyl synthase domain	
2563530212	425	25	193	SUPERFAMILY	SSF51905			
2563530212	425	300	383	SUPERFAMILY	SSF51905			
2563530213	790	229	400	SUPERFAMILY	SSF82866			
2563530213	790	647	772	SUPERFAMILY	SSF82866			
2563530214	195	24	183	SUPERFAMILY	SSF89392			
2563530215	137	6	129	SUPERFAMILY	SSF54637			
2563530216	179	5	150	SUPERFAMILY	SSF143422	IPR002686	Transposase IS200-like	GO:0003677|GO:0004803|GO:0006313
2563530217	536	3	509	SUPERFAMILY	SSF48557	IPR008948	L-Aspartase-like	GO:0003824
2563530217	536	144	160	ProSitePatterns	PS00488	IPR022313	Phenylalanine/histidine ammonia-lyases, active site	GO:0016841
2563530218	559	4	236	SUPERFAMILY	SSF53448			
2563530219	603	133	144	ProSitePatterns	PS00455	IPR020845	AMP-binding, conserved site	
2563530219	603	15	292	SUPERFAMILY	SSF56801			
2563530219	603	352	483	SUPERFAMILY	SSF56801			
2563530219	603	503	602	SUPERFAMILY	SSF54637			
2563530221	82	4	80	SUPERFAMILY	SSF47336	IPR009081	Acyl carrier protein-like	
2563530221	82	7	77	ProSiteProfiles	PS50075	IPR009081	Acyl carrier protein-like	
2563530222	82	1	75	ProSiteProfiles	PS50075	IPR009081	Acyl carrier protein-like	
2563530222	82	1	80	SUPERFAMILY	SSF47336	IPR009081	Acyl carrier protein-like	
2563530223	264	90	198	SMART	SM00563	IPR002123	Phospholipid/glycerol acyltransferase	GO:0008152|GO:0016746
2563530223	264	59	259	SUPERFAMILY	SSF69593			
2563530225	288	130	199	SUPERFAMILY	SSF50331	IPR008995	Molybdate/tungstate binding, C-terminal	
2563530225	288	217	283	SUPERFAMILY	SSF50331	IPR008995	Molybdate/tungstate binding, C-terminal	
2563530225	288	24	113	SUPERFAMILY	SSF46785			
2563530227	254	29	250	SUPERFAMILY	SSF53850			
2563530228	228	10	214	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
2563530228	228	8	215	SUPERFAMILY	SSF161098			
2563530229	392	1	235	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2563530229	392	25	212	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2563530229	392	240	322	SUPERFAMILY	SSF50331	IPR008995	Molybdate/tungstate binding, C-terminal	
2563530229	392	356	390	SUPERFAMILY	SSF50331	IPR008995	Molybdate/tungstate binding, C-terminal	
2563530229	392	200	392	ProSiteProfiles	PS51241	IPR015852	ABC transporter, molybdenum import, ModC	GO:0005524|GO:0016020|GO:0030001|GO:0042888
2563530229	392	135	149	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2563530229	392	10	225	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563530230	142	1	70	SUPERFAMILY	SSF50331	IPR008995	Molybdate/tungstate binding, C-terminal	
2563530230	142	74	140	SUPERFAMILY	SSF50331	IPR008995	Molybdate/tungstate binding, C-terminal	
2563530231	389	2	233	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2563530231	389	23	210	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2563530231	389	237	354	SUPERFAMILY	SSF50331	IPR008995	Molybdate/tungstate binding, C-terminal	
2563530231	389	133	147	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2563530231	389	6	233	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563530232	193	67	83	ProSitePatterns	PS00671	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding	GO:0016616|GO:0048037|GO:0055114
2563530232	193	22	129	SUPERFAMILY	SSF51735			
2563530234	177	8	168	SUPERFAMILY	SSF53335			
2563530236	268	161	211	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2563530236	268	215	258	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2563530236	268	165	262	ProSiteProfiles	PS01124	IPR018060	DNA binding HTH domain, AraC-type	GO:0003700|GO:0006355|GO:0043565
2563530236	268	177	260	SMART	SM00342	IPR018060	DNA binding HTH domain, AraC-type	GO:0003700|GO:0006355|GO:0043565
2563530236	268	215	256	ProSitePatterns	PS00041	IPR018062	HTH domain AraC-type, conserved site	GO:0003700|GO:0006355|GO:0043565
2563530237	346	123	339	SUPERFAMILY	SSF51197			
2563530239	110	42	109	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2563530241	97	5	97	SUPERFAMILY	SSF81301			
2563530245	412	18	49	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2563530245	412	70	101	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2563530245	412	28	39	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2563530245	412	79	90	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2563530245	412	20	120	SUPERFAMILY	SSF54862			
2563530248	293	3	275	ProSiteProfiles	PS51026	IPR000392	Nitrogenase iron protein, subunit NifH/Protochlorophyllide reductase, subunit ChlL	GO:0005524|GO:0016491|GO:0055114
2563530248	293	88	100	ProSitePatterns	PS00746	IPR000392	Nitrogenase iron protein, subunit NifH/Protochlorophyllide reductase, subunit ChlL	GO:0005524|GO:0016491|GO:0055114
2563530248	293	126	139	ProSitePatterns	PS00692	IPR000392	Nitrogenase iron protein, subunit NifH/Protochlorophyllide reductase, subunit ChlL	GO:0005524|GO:0016491|GO:0055114
2563530248	293	7	275	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563530249	493	81	88	ProSitePatterns	PS00699	IPR000318	Nitrogenase component 1, conserved site	GO:0009399|GO:0016163
2563530249	493	152	166	ProSitePatterns	PS00090	IPR000318	Nitrogenase component 1, conserved site	GO:0009399|GO:0016163
2563530249	493	7	479	SUPERFAMILY	SSF53807			
2563530250	523	88	95	ProSitePatterns	PS00699	IPR000318	Nitrogenase component 1, conserved site	GO:0009399|GO:0016163
2563530250	523	151	165	ProSitePatterns	PS00090	IPR000318	Nitrogenase component 1, conserved site	GO:0009399|GO:0016163
2563530250	523	5	522	SUPERFAMILY	SSF53807			
2563530251	74	3	70	SUPERFAMILY	SSF159203			
2563530252	66	1	30	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2563530252	66	10	21	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2563530252	66	5	58	SUPERFAMILY	SSF54862			
2563530253	236	99	219	SUPERFAMILY	SSF53146	IPR003731	Dinitrogenase iron-molybdenum cofactor biosynthesis	
2563530255	255	27	219	SUPERFAMILY	SSF48371	IPR016024	Armadillo-type fold	GO:0005488
2563530258	187	4	156	SUPERFAMILY	SSF52141	IPR005122	Uracil-DNA glycosylase-like	
2563530258	187	5	162	SMART	SM00986	IPR005122	Uracil-DNA glycosylase-like	
2563530258	187	5	162	SMART	SM00987			
2563530259	254	1	254	ProSiteProfiles	PS51435	IPR004808	AP endonuclease 1	GO:0004518|GO:0006281
2563530259	254	1	253	SUPERFAMILY	SSF56219	IPR005135	Endonuclease/exonuclease/phosphatase	
2563530259	254	188	203	ProSitePatterns	PS00727	IPR020848	AP endonuclease 1, conserved site	GO:0003677|GO:0004519|GO:0005622|GO:0006281
2563530259	254	213	224	ProSitePatterns	PS00728	IPR020848	AP endonuclease 1, conserved site	GO:0003677|GO:0004519|GO:0005622|GO:0006281
2563530265	87	1	38	SUPERFAMILY	SSF47598	IPR010985	Ribbon-helix-helix	GO:0006355
2563530266	519	56	63	ProSitePatterns	PS00699	IPR000318	Nitrogenase component 1, conserved site	GO:0009399|GO:0016163
2563530266	519	123	137	ProSitePatterns	PS00090	IPR000318	Nitrogenase component 1, conserved site	GO:0009399|GO:0016163
2563530266	519	8	457	SUPERFAMILY	SSF53807			
2563530267	465	37	44	ProSitePatterns	PS00699	IPR000318	Nitrogenase component 1, conserved site	GO:0009399|GO:0016163
2563530267	465	6	440	SUPERFAMILY	SSF53807			
2563530268	143	3	121	SUPERFAMILY	SSF53146	IPR003731	Dinitrogenase iron-molybdenum cofactor biosynthesis	
2563530272	105	19	48	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2563530272	105	72	102	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2563530272	105	28	39	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2563530272	105	82	93	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2563530272	105	9	100	SUPERFAMILY	SSF54862			
2563530273	107	5	102	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2563530276	325	6	246	SUPERFAMILY	SSF159713			
2563530278	575	364	491	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2563530278	575	323	543	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563530279	102	2	100	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
2563530279	102	6	101	SMART	SM00450	IPR001763	Rhodanese-like domain	
2563530279	102	16	101	ProSiteProfiles	PS50206	IPR001763	Rhodanese-like domain	
2563530280	150	25	54	SMART	SM00248	IPR002110	Ankyrin repeat	GO:0005515
2563530280	150	25	57	ProSiteProfiles	PS50088	IPR002110	Ankyrin repeat	GO:0005515
2563530280	150	58	87	SMART	SM00248	IPR002110	Ankyrin repeat	GO:0005515
2563530280	150	58	90	ProSiteProfiles	PS50088	IPR002110	Ankyrin repeat	GO:0005515
2563530280	150	92	121	SMART	SM00248	IPR002110	Ankyrin repeat	GO:0005515
2563530280	150	92	124	ProSiteProfiles	PS50088	IPR002110	Ankyrin repeat	GO:0005515
2563530280	150	4	147	SUPERFAMILY	SSF48403	IPR020683	Ankyrin repeat-containing domain	
2563530280	150	25	150	ProSiteProfiles	PS50297	IPR020683	Ankyrin repeat-containing domain	
2563530281	237	103	219	SUPERFAMILY	SSF53146	IPR003731	Dinitrogenase iron-molybdenum cofactor biosynthesis	
2563530283	143	19	143	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
2563530283	143	26	142	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2563530283	143	60	78	ProSitePatterns	PS00194	IPR017937	Thioredoxin, conserved site	GO:0045454
2563530284	167	3	163	SUPERFAMILY	SSF53474			
2563530285	336	232	273	ProSitePatterns	PS01133	IPR000952	Uncharacterised protein family UPF0017, hydrolase-like, conserved site	
2563530285	336	27	186	SUPERFAMILY	SSF53474			
2563530285	336	226	307	SUPERFAMILY	SSF53474			
2563530287	612	355	589	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2563530287	612	380	566	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2563530287	612	27	319	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2563530287	612	36	321	ProSiteProfiles	PS50929	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2563530287	612	496	511	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2563530287	612	492	506	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2563530287	612	346	590	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563530289	262	1	255	SUPERFAMILY	SSF55920	IPR000994	Peptidase M24, structural domain	
2563530289	262	165	183	ProSitePatterns	PS00680	IPR002467	Peptidase M24A, methionine aminopeptidase, subfamily 1	GO:0004177|GO:0006508|GO:0008235
2563530292	263	1	196	SUPERFAMILY	SSF56300			
2563530293	181	4	173	ProSiteProfiles	PS50902	IPR008254	Flavodoxin/nitric oxide synthase	GO:0010181|GO:0016491
2563530293	181	1	174	SUPERFAMILY	SSF52218			
2563530296	206	1	80	ProSiteProfiles	PS50404	IPR004045	Glutathione S-transferase, N-terminal	GO:0005515
2563530296	206	80	201	SUPERFAMILY	SSF47616	IPR010987	Glutathione S-transferase, C-terminal-like	
2563530296	206	85	206	ProSiteProfiles	PS50405	IPR010987	Glutathione S-transferase, C-terminal-like	
2563530296	206	1	83	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2563530297	131	11	124	SUPERFAMILY	SSF47188	IPR012827	Haemerythrin-like, metal-binding domain	GO:0046872
2563530297	131	53	76	ProSitePatterns	PS00550	IPR016131	Haemerythrin, iron-binding site	GO:0046872
2563530298	194	90	187	ProSiteProfiles	PS51471	IPR005123	Oxoglutarate/iron-dependent dioxygenase	GO:0016491|GO:0016706|GO:0055114
2563530298	194	4	188	SUPERFAMILY	SSF51197			
2563530302	137	23	128	ProSiteProfiles	PS51296	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2563530302	137	23	128	SUPERFAMILY	SSF50022	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2563530303	177	6	22	ProSitePatterns	PS00201	IPR001226	Flavodoxin, conserved site	GO:0009055|GO:0010181
2563530303	177	4	173	ProSiteProfiles	PS50902	IPR008254	Flavodoxin/nitric oxide synthase	GO:0010181|GO:0016491
2563530303	177	1	175	SUPERFAMILY	SSF52218			
2563530304	202	4	106	ProSiteProfiles	PS51354	IPR002109	Glutaredoxin	GO:0009055|GO:0015035|GO:0045454
2563530304	202	116	193	SUPERFAMILY	SSF82657	IPR002634	BolA protein	
2563530304	202	2	100	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2563530305	423	112	262	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2563530305	423	6	45	SMART	SM00994	IPR010603	Zinc finger, ClpX C4-type	GO:0008270|GO:0046983
2563530305	423	316	410	SMART	SM01086	IPR019489	Clp ATPase, C-terminal	
2563530305	423	55	401	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563530305	423	8	42	SUPERFAMILY	SSF57716			
2563530306	292	142	244	ProSiteProfiles	PS50198	IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	GO:0016853
2563530306	292	184	204	ProSitePatterns	PS01096	IPR023058	Peptidyl-prolyl cis-trans isomerase, PpiC-type, conserved site	
2563530306	292	20	172	SUPERFAMILY	SSF109998	IPR027304	Trigger factor/SurA domain	
2563530306	292	135	242	SUPERFAMILY	SSF54534			
2563530310	263	20	187	SUPERFAMILY	SSF51161	IPR011004	Trimeric LpxA-like	
2563530310	263	144	172	ProSitePatterns	PS00101	IPR018357	Hexapeptide transferase, conserved site	GO:0016740
2563530312	374	8	259	ProSiteProfiles	PS50991	IPR000891	Pyruvate carboxyltransferase	GO:0003824
