gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2576837575	272	29	90	5	57	2.0e-06	27.6	pfam01471	PG_binding_1	57
2576837576	258	25	99	2	95	2.2e-08	34.1	pfam07007	DUF1311	95
2576837577	296	229	286	3	56	4.9e-17	61.6	pfam01471	PG_binding_1	57
2576837578	360	44	318	10	255	3.0e-13	49.4	pfam12275	DUF3616	330
2576837580	739	198	301	2	104	6.5e-22	77.8	pfam13426	PAS_9	104
2576837580	739	313	470	1	160	7.5e-54	181.6	pfam00990	GGDEF	161
2576837580	739	489	726	2	236	1.4e-68	230.8	pfam00563	EAL	236
2576837581	976	30	209	1	182	5.3e-59	198.7	pfam01339	CheB_methylest	182
2576837581	976	231	285	5	57	5.7e-14	51.2	pfam03705	CheR_N	57
2576837581	976	296	492	2	194	1.0e-51	175	pfam01739	CheR	196
2576837581	976	731	836	1	106	2.4e-26	92	pfam13596	PAS_10	106
2576837581	976	848	951	4	103	7.9e-18	64.7	pfam13426	PAS_9	104
2576837584	802	2	134	2	99	6.9e-14	51.6	pfam01751	Toprim	100
2576837584	802	150	599	3	402	3.5e-107	358.7	pfam01131	Topoisom_bac	403
2576837584	802	741	801	1	61	2.2e-18	65.6	pfam13342	Toprim_Crpt	62
2576837585	457	7	119	2	112	2.5e-49	165.5	pfam14793	DUF4478	113
2576837585	457	193	332	1	133	1.9e-29	102.1	pfam03641	Lysine_decarbox	133
2576837585	457	335	457	1	122	6.2e-60	200.4	pfam11892	DUF3412	123
2576837587	68	2	68	2	65	4.3e-30	103.3	pfam00313	CSD	66
2576837588	88	4	73	1	70	4.0e-18	64.8	pfam00076	RRM_1	70
2576837590	409	2	246	2	254	4.4e-36	124.6	pfam00109	ketoacyl-synt	254
2576837590	409	254	364	1	119	8.7e-27	93.3	pfam02801	Ketoacyl-synt_C	119
2576837591	241	3	172	1	166	1.1e-37	129.5	pfam00106	adh_short	167
2576837593	423	104	261	112	249	2.6e-19	69.7	pfam00109	ketoacyl-synt	254
2576837593	423	264	377	3	110	1.2e-24	86.3	pfam02801	Ketoacyl-synt_C	119
2576837594	186	7	154	2	152	1.2e-28	99.5	pfam11659	DUF3261	154
2576837595	425	25	113	1	78	6.7e-10	38.1	pfam04820	Trp_halogenase	454
2576837595	425	101	398	142	383	5.3e-14	51.6	pfam04820	Trp_halogenase	454
2576837597	195	33	186	7	160	7.4e-10	38.6	pfam03548	LolA	165
2576837598	137	11	132	2	106	8.7e-08	32.6	pfam13279	4HBT_2	121
2576837599	179	11	144	17	121	5.4e-05	23	pfam01797	Y1_Tnp	121
2576837600	536	7	486	1	472	0.0e+00	543.7	pfam00221	Lyase_aromatic	473
2576837601	559	4	154	1	120	1.5e-13	50.7	pfam00535	Glycos_transf_2	169
2576837601	559	248	551	77	293	2.6e-11	42.9	pfam03279	Lip_A_acyltrans	295
2576837602	603	83	305	154	322	1.1e-15	56.9	pfam00501	AMP-binding	417
2576837604	82	9	76	2	67	4.0e-12	46.2	pfam00550	PP-binding	67
2576837605	82	3	77	2	67	8.0e-11	42	pfam00550	PP-binding	67
2576837606	264	76	196	3	131	2.1e-13	49.8	pfam01553	Acyltransferase	132
2576837607	242	23	240	1	218	1.1e-53	181.7	pfam13723	Ketoacyl-synt_2	218
2576837608	288	26	90	4	60	7.8e-06	25.5	pfam00126	HTH_1	60
2576837608	288	131	194	1	63	8.1e-11	41.8	pfam03459	TOBE	64
2576837608	288	219	281	1	60	3.2e-16	59.1	pfam03459	TOBE	64
2576837609	541	78	517	1	396	8.2e-72	242	pfam13372	Alginate_exp	400
2576837610	254	28	251	3	229	2.9e-46	157.9	pfam13531	SBP_bac_11	230
2576837611	228	28	221	1	175	1.2e-17	64	pfam00528	BPD_transp_1	185
2576837612	392	17	163	3	136	6.0e-31	107.5	pfam00005	ABC_tran	137
2576837612	392	355	391	26	62	2.9e-06	27.2	pfam03459	TOBE	64
2576837613	142	3	66	1	63	3.0e-16	59.2	pfam03459	TOBE	64
2576837613	142	75	138	2	64	1.1e-17	63.9	pfam03459	TOBE	64
2576837614	389	17	161	12	136	1.1e-23	84	pfam00005	ABC_tran	137
2576837614	389	295	355	2	61	1.6e-06	28.1	pfam03459	TOBE	64
2576837615	193	8	128	75	178	1.9e-35	121.6	pfam02826	2-Hacid_dh_C	178
2576837616	163	48	163	1	114	3.6e-36	123.6	pfam04982	HPP	120
2576837617	177	23	118	2	111	4.3e-13	49.8	pfam12847	Methyltransf_18	112
2576837619	268	184	262	1	76	5.1e-15	55.3	pfam12833	HTH_18	81
2576837620	346	132	329	1	209	9.0e-17	61.8	pfam05721	PhyH	211
2576837621	109	17	106	2	86	6.6e-22	77.1	pfam11006	DUF2845	87
2576837622	110	18	110	6	79	3.5e-19	68.3	pfam13744	HTH_37	80
2576837623	117	15	104	2	91	9.9e-20	70.3	pfam05973	Gp49	91
2576837624	97	8	97	8	89	3.5e-09	36.8	pfam01909	NTP_transf_2	93
2576837625	113	11	108	2	119	1.7e-25	89	pfam01934	DUF86	119
2576837628	412	24	93	2	55	2.7e-10	40.1	pfam13183	Fer4_8	57
2576837628	412	186	267	1	84	4.2e-10	39.4	pfam02754	CCG	85
2576837628	412	307	392	1	83	2.7e-07	30.5	pfam02754	CCG	85
2576837630	279	108	266	3	142	5.8e-08	32.7	pfam13289	SIR2_2	143
2576837631	293	4	276	1	272	0.0e+00	456.9	pfam00142	Fer4_NifH	273
2576837632	493	62	468	1	397	6.3e-113	377.4	pfam00148	Oxidored_nitro	398
2576837633	523	1	56	1	56	7.1e-21	73.9	pfam11844	DUF3364	56
2576837633	523	70	502	1	397	3.0e-115	385	pfam00148	Oxidored_nitro	398
2576837634	74	1	67	1	64	2.2e-25	87.8	pfam06988	NifT	64
2576837635	66	2	56	3	52	3.5e-11	42.7	pfam13237	Fer4_10	52
2576837636	236	111	206	2	93	3.9e-17	62	pfam02579	Nitro_FeMo-Co	94
2576837638	255	5	59	9	57	8.3e-18	63.7	pfam05484	LRV_FeS	57
2576837640	72	1	49	1	48	1.3e-11	44.2	pfam07862	Nif11	49
2576837641	187	8	170	8	138	5.8e-27	94	pfam03167	UDG	152
2576837642	254	4	245	2	249	8.8e-26	91.3	pfam03372	Exo_endo_phos	249
2576837643	183	2	171	173	326	1.5e-11	43.8	pfam14175	YaaC	326
2576837644	93	2	39	5	34	4.5e-08	32.4	pfam03811	Zn_Tnp_IS1	36
2576837644	93	46	91	1	46	3.7e-22	77.4	pfam12759	HTH_Tnp_IS1	46
2576837645	143	7	138	4	130	6.8e-50	168.5	pfam03400	DDE_Tnp_IS1	131
2576837646	182	56	181	8	142	2.7e-19	69.2	pfam14175	YaaC	326
2576837647	102	4	93	1	89	6.7e-11	42.4	pfam05016	Plasmid_stabil	90
2576837648	87	1	83	3	76	7.2e-17	61.2	pfam09386	ParD	79
2576837649	519	38	444	1	397	1.2e-116	389.6	pfam00148	Oxidored_nitro	398
2576837650	465	19	435	1	397	1.3e-105	353.3	pfam00148	Oxidored_nitro	398
2576837651	143	13	108	2	93	5.5e-19	68	pfam02579	Nitro_FeMo-Co	94
2576837653	157	36	157	1	120	1.3e-45	154.3	pfam03270	DUF269	122
2576837654	70	2	68	2	65	4.8e-21	73.9	pfam05082	Rop-like	66
2576837655	105	24	96	3	55	7.3e-10	38.7	pfam13183	Fer4_8	57
2576837656	107	1	91	75	143	3.9e-06	26.5	pfam01257	2Fe-2S_thioredx	145
2576837659	325	7	89	1	85	9.5e-17	60.9	pfam13938	DUF4213	87
2576837659	325	109	247	2	146	4.8e-38	129.7	pfam04016	DUF364	147
2576837661	575	368	486	1	125	4.5e-16	59.2	pfam00004	AAA	132
2576837662	102	7	98	6	112	9.6e-18	64.5	pfam00581	Rhodanese	113
2576837663	150	30	123	1	88	2.4e-21	75.8	pfam12796	Ank_2	89
2576837664	237	115	208	2	92	1.1e-13	51	pfam02579	Nitro_FeMo-Co	94
2576837666	143	39	142	4	103	3.4e-31	107	pfam00085	Thioredoxin	104
2576837667	167	4	153	2	127	1.3e-10	41.2	pfam12695	Abhydrolase_5	145
2576837668	336	61	308	1	219	3.6e-17	63	pfam12697	Abhydrolase_6	228
2576837670	612	35	308	2	271	8.7e-13	48.3	pfam00664	ABC_membrane	275
2576837670	612	371	520	2	137	2.9e-31	108.5	pfam00005	ABC_tran	137
2576837672	262	9	239	5	207	1.5e-46	158.5	pfam00557	Peptidase_M24	207
2576837673	70	1	69	1	58	1.7e-24	85.3	pfam11903	DUF3423	73
2576837674	362	56	126	1	76	4.0e-17	61.8	pfam05598	DUF772	77
2576837674	362	136	339	17	104	1.1e-06	28.4	pfam01609	DDE_Tnp_1	213
2576837675	263	2	163	13	169	4.8e-08	32.6	pfam00149	Metallophos	200
2576837676	181	6	168	1	143	7.9e-22	77.8	pfam00258	Flavodoxin_1	143
2576837679	206	1	74	3	76	9.9e-09	35.2	pfam02798	GST_N	76
2576837680	131	12	125	2	98	1.1e-09	38.5	pfam01814	Hemerythrin	133
2576837681	194	6	184	2	194	2.2e-32	112.4	pfam13532	2OG-FeII_Oxy_2	194
2576837684	145	8	145	1	134	6.1e-30	103.5	pfam04246	RseC_MucC	135
2576837685	137	21	122	4	83	2.4e-08	33.4	pfam00355	Rieske	97
2576837686	177	6	168	1	143	3.7e-29	101.5	pfam00258	Flavodoxin_1	143
2576837687	202	16	80	1	60	4.0e-16	58.7	pfam00462	Glutaredoxin	60
2576837687	202	106	188	8	76	3.0e-14	52.7	pfam01722	BolA	76
2576837688	423	6	45	2	39	5.1e-12	45.1	pfam06689	zf-C4_ClpX	41
2576837688	423	112	310	3	170	1.0e-42	145.9	pfam07724	AAA_2	171
2576837688	423	316	399	1	74	8.5e-16	57.6	pfam10431	ClpB_D2-small	81
2576837689	292	149	244	1	93	9.9e-21	74.2	pfam00639	Rotamase	95
2576837690	159	7	81	2	73	5.6e-30	102.5	pfam04319	NifZ	75
2576837691	105	1	105	2	104	2.1e-34	117.8	pfam03206	NifW	105
2576837693	263	135	170	1	35	3.1e-08	32.7	pfam00132	Hexapep	36
2576837695	374	16	247	1	235	4.7e-78	262.1	pfam00682	HMGL-like	237
2576837696	402	4	366	1	371	1.3e-99	333.4	pfam00266	Aminotran_5	371
2576837697	301	3	128	1	125	2.3e-54	182.7	pfam01592	NifU_N	127
2576837697	301	134	187	1	53	2.0e-10	40.5	pfam04324	Fer2_BFD	55
2576837697	301	223	289	1	68	6.4e-25	86.7	pfam01106	NifU	68
2576837698	118	1	103	3	111	5.0e-21	74.7	pfam01521	Fe-S_biosyn	112
2576837699	87	3	81	6	66	9.2e-11	40.9	pfam04319	NifZ	75
2576837701	544	69	248	25	153	3.3e-08	33.5	pfam00881	Nitroreductase	165
2576837701	544	329	524	1	164	7.3e-09	35.6	pfam00881	Nitroreductase	165
2576837702	489	4	228	1	214	6.3e-12	45.7	pfam00656	Peptidase_C14	248
2576837705	60	13	58	1	46	2.1e-11	43.2	pfam13396	PLDc_N	46
2576837706	154	8	144	1	142	4.2e-37	127	pfam00210	Ferritin	142
2576837707	70	1	53	1	55	2.8e-10	40	pfam04324	Fer2_BFD	55
2576837708	86	1	84	1	83	5.0e-30	103.2	pfam03658	Ub-RnfH	84
2576837709	232	4	204	2	189	2.9e-57	193.3	pfam02508	Rnf-Nqr	190
2576837710	236	134	225	1	78	1.9e-15	56.7	pfam04205	FMN_bind	81
2576837711	357	4	346	4	313	5.1e-109	364.2	pfam03116	NQR2_RnfD_RnfE	314
2576837713	495	8	111	2	101	2.3e-32	110.7	pfam13375	RnfC_N	101
2576837713	495	135	281	2	150	1.7e-44	151.2	pfam01512	Complex1_51K	151
2576837713	495	293	341	1	57	2.6e-09	36.8	pfam10531	SLBB	59
2576837713	495	365	423	5	52	8.7e-09	35	pfam13237	Fer4_10	52
2576837714	190	42	76	1	35	4.7e-13	48.4	pfam04060	FeS	35
2576837714	190	105	159	1	59	3.9e-11	42.6	pfam14697	Fer4_21	59
2576837715	193	1	192	1	188	1.6e-69	233.2	pfam02508	Rnf-Nqr	190
2576837716	538	48	151	1	104	1.3e-19	70.4	pfam13426	PAS_9	104
2576837716	538	416	528	2	110	5.3e-20	71.1	pfam02518	HATPase_c	111
2576837717	513	27	164	1	153	4.9e-07	30	pfam01590	GAF	154
2576837717	513	197	364	1	167	1.1e-71	239.6	pfam00158	Sigma54_activat	168
2576837717	513	467	505	4	39	2.5e-11	42.9	pfam02954	HTH_8	42
2576837719	222	6	69	1	61	3.9e-14	52.1	pfam00226	DnaJ	64
2576837719	222	116	147	2	39	1.4e-01	12.8	pfam08238	Sel1	39
2576837719	222	148	183	1	39	2.9e-13	49.9	pfam08238	Sel1	39
2576837719	222	184	219	1	39	1.8e-09	37.9	pfam08238	Sel1	39
2576837722	496	58	242	3	162	1.4e-16	61.1	pfam04055	Radical_SAM	166
2576837722	496	377	477	3	93	2.8e-18	65.7	pfam02579	Nitro_FeMo-Co	94
2576837723	92	2	55	7	52	2.5e-08	33.5	pfam13237	Fer4_10	52
2576837724	140	7	113	1	107	4.5e-13	49.2	pfam03960	ArsC	110
2576837725	427	42	252	3	158	1.3e-23	83.6	pfam00753	Lactamase_B	194
2576837725	427	272	405	1	137	2.5e-11	43.7	pfam00258	Flavodoxin_1	143
2576837726	95	6	86	4	77	1.3e-14	53.6	pfam00111	Fer2	78
2576837727	116	10	108	5	77	7.9e-15	54.3	pfam00111	Fer2	78
2576837728	191	25	188	3	167	4.4e-48	163.5	pfam04891	NifQ	167
2576837729	795	546	747	2	212	3.2e-60	203.3	pfam00015	MCPsignal	213
2576837730	129	12	123	6	118	6.6e-15	54.8	pfam13436	Gly-zipper_OmpA	118
2576837734	203	9	55	1	46	8.9e-15	54	pfam00440	TetR_N	47
2576837735	210	36	128	6	88	6.9e-12	45.2	pfam01243	Pyridox_oxidase	89
2576837737	1064	5	1053	1	1020	0.0e+00	773.4	pfam00873	ACR_tran	1021
2576837738	205	22	205	2	197	4.1e-18	65.4	pfam01545	Cation_efflux	285
2576837739	478	141	435	24	328	1.4e-26	93.4	pfam12700	HlyD_2	328
2576837740	431	35	217	2	187	5.5e-18	65.2	pfam02321	OEP	188
2576837740	431	241	425	4	188	2.9e-20	72.6	pfam02321	OEP	188
2576837742	172	77	159	2	82	2.0e-19	69.4	pfam00583	Acetyltransf_1	83
2576837743	312	1	306	1	311	4.0e-80	269.4	pfam04168	Alpha-E	311
2576837744	483	80	412	1	330	0.0e+00	448.3	pfam04174	CP_ATPgrasp_1	330
2576837746	1128	4	85	1	81	7.4e-22	77.4	pfam08379	Bact_transglu_N	82
2576837746	1128	128	246	14	113	1.4e-18	67	pfam01841	Transglut_core	113
2576837746	1128	275	1124	1	819	0.0e+00	1317.2	pfam09899	DUF2126	819
2576837747	434	51	415	1	356	8.4e-128	426	pfam00285	Citrate_synt	356
2576837748	853	86	417	1	330	2.1e-116	388.1	pfam04174	CP_ATPgrasp_1	330
2576837748	853	511	835	1	311	3.9e-64	216.9	pfam04168	Alpha-E	311
2576837749	309	2	83	1	82	8.1e-25	86.9	pfam08379	Bact_transglu_N	82
2576837749	309	152	263	16	113	2.5e-22	79.2	pfam01841	Transglut_core	113
2576837751	324	3	324	1	312	8.0e-98	327.1	pfam02685	Glucokinase	316
2576837752	1077	6	825	3	447	3.6e-127	424.6	pfam00723	Glyco_hydro_15	448
2576837754	264	115	217	2	113	3.2e-24	85.3	pfam01841	Transglut_core	113
2576837755	262	7	234	4	139	8.7e-19	67.8	pfam12850	Metallophos_2	156
2576837756	408	8	368	2	347	1.4e-12	47	pfam07690	MFS_1	352
2576837757	399	23	188	1	169	4.3e-27	95	pfam06925	MGDG_synth	169
2576837757	399	208	361	45	170	1.8e-10	40.4	pfam00534	Glycos_transf_1	172
2576837758	373	38	170	3	127	2.8e-13	50.1	pfam13401	AAA_22	131
2576837760	281	168	271	1	97	1.6e-14	54	pfam00691	OmpA	97
2576837762	553	1	524	61	327	2.4e-30	105.4	pfam03098	An_peroxidase	530
2576837764	728	409	445	2	36	1.1e-06	27.7	pfam00805	Pentapeptide	40
2576837764	728	480	519	1	40	3.3e-13	48.5	pfam00805	Pentapeptide	40
2576837766	462	10	453	2	443	0.0e+00	773.7	pfam06751	EutB	444
2576837767	267	7	247	2	238	1.0e-84	283.3	pfam05985	EutC	238
2576837768	71	5	70	2	65	4.5e-28	96.8	pfam00313	CSD	66
2576837770	568	5	87	9	84	4.2e-15	55.1	pfam13792	Sulfate_tra_GLY	84
2576837770	568	116	381	4	279	1.5e-46	158.7	pfam00916	Sulfate_transp	280
2576837770	568	435	542	4	117	7.7e-11	41.4	pfam01740	STAS	117
2576837771	325	114	211	2	112	3.1e-12	46.8	pfam00581	Rhodanese	113
2576837772	369	9	137	8	110	2.2e-05	24.7	pfam00581	Rhodanese	113
2576837773	769	24	317	1	199	1.3e-08	34.9	pfam07992	Pyr_redox_2	201
2576837773	769	174	256	2	65	1.8e-08	34.6	pfam00070	Pyr_redox	80
2576837773	769	468	562	1	96	1.7e-11	44.1	pfam00586	AIRS	96
2576837773	769	590	769	1	150	7.0e-24	84.5	pfam02769	AIRS_C	153
2576837774	107	1	41	1	42	1.6e-12	47	pfam12441	DUF3680	42
2576837775	296	105	271	6	149	1.5e-09	37.7	pfam13612	DDE_Tnp_1_3	155
2576837776	194	19	96	5	78	5.0e-11	42.3	pfam13424	TPR_12	78
2576837776	194	100	193	1	78	2.7e-11	43.2	pfam13424	TPR_12	78
2576837777	448	8	439	64	469	2.7e-106	355.7	pfam02055	Glyco_hydro_30	496
2576837778	337	3	291	2	294	4.2e-09	35.7	pfam01180	DHO_dh	295
2576837779	1212	17	249	2	229	1.4e-78	263.5	pfam01855	POR_N	230
2576837779	1212	435	621	1	170	9.1e-24	84.2	pfam01558	POR	173
2576837779	1212	630	690	10	59	1.8e-22	78.6	pfam10371	EKR	60
2576837779	1212	699	770	2	49	1.2e-09	38.3	pfam12838	Fer4_7	52
2576837779	1212	957	1086	43	152	3.6e-09	36.3	pfam02775	TPP_enzyme_C	153
2576837780	228	47	221	2	170	2.1e-52	176.9	pfam06026	Rib_5-P_isom_A	173
2576837781	368	112	332	1	214	1.4e-66	224	pfam01987	AIM24	215
2576837782	417	10	143	1	128	1.5e-10	41	pfam02308	MgtC	135
2576837782	417	183	392	1	211	4.9e-66	222	pfam13194	DUF4010	211
2576837783	449	92	224	1	136	1.7e-33	115.9	pfam00854	PTR2	373
2576837783	449	221	340	181	280	1.1e-14	53.9	pfam00854	PTR2	373
2576837784	443	5	203	3	172	4.2e-49	166.3	pfam01595	DUF21	183
2576837784	443	218	277	1	54	2.7e-04	20.6	pfam00571	CBS	57
2576837784	443	353	436	2	80	3.9e-13	48.9	pfam03471	CorC_HlyC	81
2576837785	217	46	214	1	165	4.8e-26	91.5	pfam00881	Nitroreductase	165
2576837788	378	8	376	2	370	0.0e+00	510.7	pfam04339	DUF482	370
2576837789	198	4	197	1	203	1.1e-67	227.5	pfam06080	DUF938	204
2576837793	176	13	141	1	117	2.8e-13	49.9	pfam13673	Acetyltransf_10	117
2576837794	281	17	281	2	281	5.1e-34	117.3	pfam00248	Aldo_ket_red	283
2576837795	1030	127	212	2	88	1.5e-14	53.8	pfam08447	PAS_3	91
2576837795	1030	259	440	2	181	8.8e-31	106.6	pfam12729	4HB_MCP_1	181
2576837795	1030	446	512	3	67	1.8e-07	31.1	pfam00672	HAMP	70
2576837795	1030	527	601	7	34	1.9e-02	14.7	pfam13188	PAS_8	64
2576837795	1030	793	988	2	212	1.7e-60	204.2	pfam00015	MCPsignal	213
2576837797	201	11	121	1	111	2.9e-24	85.2	pfam00072	Response_reg	112
2576837797	201	136	191	3	56	9.8e-11	41	pfam03861	ANTAR	56
2576837798	1163	25	231	5	176	1.2e-30	106.6	pfam05231	MASE1	299
2576837798	1163	274	471	2	193	1.8e-56	190.4	pfam03924	CHASE	193
2576837798	1163	569	681	1	109	4.0e-11	42.7	pfam00989	PAS	113
2576837798	1163	841	944	2	103	2.2e-19	69.7	pfam13426	PAS_9	104
2576837798	1163	966	1020	1	47	1.7e-07	30.9	pfam07568	HisKA_2	76
2576837798	1163	1058	1152	5	98	1.7e-04	21.3	pfam02518	HATPase_c	111
2576837799	526	68	260	1	188	7.3e-25	87.6	pfam02321	OEP	188
2576837799	526	287	475	7	188	2.0e-18	66.6	pfam02321	OEP	188
2576837800	395	59	355	2	305	3.8e-38	131.5	pfam00529	HlyD	305
2576837801	1039	2	1027	1	1019	0.0e+00	1079	pfam00873	ACR_tran	1021
2576837804	337	8	256	1	236	3.4e-60	203.4	pfam01370	Epimerase	236
2576837804	337	269	331	1	62	7.0e-13	48.3	pfam13950	Epimerase_Csub	62
2576837805	307	6	173	3	167	2.5e-16	59.8	pfam00535	Glycos_transf_2	169
2576837806	400	17	186	1	160	2.0e-11	44.2	pfam13579	Glyco_trans_4_4	160
2576837806	400	188	366	13	150	1.0e-18	67.3	pfam00534	Glycos_transf_1	172
2576837807	286	6	175	12	132	2.9e-16	59.6	pfam00535	Glycos_transf_2	169
2576837808	261	3	159	1	105	3.5e-16	59.3	pfam00535	Glycos_transf_2	169
2576837809	314	89	258	20	160	2.6e-21	76	pfam13489	Methyltransf_23	161
2576837810	442	10	285	4	268	1.1e-12	47.8	pfam01943	Polysacc_synt	273
2576837812	436	200	344	9	140	2.3e-18	66.5	pfam13425	O-antigen_lig	140
2576837813	792	24	286	4	151	6.7e-24	84.4	pfam02706	Wzz	152
2576837813	792	401	482	2	81	3.5e-28	97.1	pfam13807	GNVR	82
2576837813	792	559	707	1	154	4.7e-18	65.6	pfam13614	AAA_31	157
2576837814	370	76	168	8	83	9.9e-25	86.1	pfam02563	Poly_export	83
2576837814	370	174	226	4	57	1.7e-07	31	pfam10531	SLBB	59
2576837815	473	69	248	4	174	2.7e-23	82.7	pfam13727	CoA_binding_3	175
2576837815	473	286	473	1	186	1.3e-70	236.3	pfam02397	Bac_transf	187
2576837818	2305	349	416	1	61	4.5e-06	26.9	pfam13517	VCBS	61
2576837818	2305	518	583	1	59	5.1e-07	29.9	pfam13517	VCBS	61
2576837818	2305	656	818	19	172	9.7e-15	54.4	pfam12256	TcdB_toxin_midN	175
2576837818	2305	1272	1310	1	32	1.1e-04	22.2	pfam05593	RHS_repeat	38
2576837818	2305	2035	2163	2	129	8.1e-28	96.9	pfam07591	PT-HINT	130
2576837820	181	8	171	183	321	6.1e-29	100.7	pfam00872	Transposase_mut	381
2576837822	526	408	523	3	110	5.3e-25	87.3	pfam02518	HATPase_c	111
2576837824	537	196	264	3	68	1.0e-11	44.8	pfam00672	HAMP	70
2576837824	537	301	368	2	67	3.3e-17	62.2	pfam00512	HisKA	68
2576837824	537	414	525	1	110	4.3e-25	87.5	pfam02518	HATPase_c	111
2576837825	226	3	113	1	111	1.3e-24	86.3	pfam00072	Response_reg	112
2576837825	226	146	223	3	77	4.6e-26	90.5	pfam00486	Trans_reg_C	77
2576837826	484	69	258	3	187	1.2e-22	80.4	pfam02321	OEP	188
2576837826	484	283	476	3	188	2.1e-35	122	pfam02321	OEP	188
2576837829	395	57	370	4	289	7.9e-38	130.4	pfam00529	HlyD	305
2576837830	755	45	727	31	612	2.1e-23	82.6	pfam04632	FUSC	650
2576837831	301	7	66	1	60	7.9e-13	47.9	pfam00126	HTH_1	60
2576837831	301	90	293	2	208	7.2e-29	100.3	pfam03466	LysR_substrate	209
2576837832	200	2	199	2	197	5.9e-48	163	pfam02525	Flavodoxin_2	199
2576837833	188	23	186	1	164	5.5e-37	127.2	pfam04264	YceI	164
2576837834	270	11	267	2	263	2.9e-55	187.1	pfam02900	LigB	272
2576837835	404	13	358	7	347	1.9e-30	105.8	pfam07690	MFS_1	352
2576837836	696	544	645	5	108	1.8e-10	41.4	pfam12847	Methyltransf_18	112
2576837842	478	174	457	1	281	9.8e-37	126.6	pfam00082	Peptidase_S8	282
2576837848	143	7	138	4	130	6.8e-50	168.5	pfam03400	DDE_Tnp_IS1	131
2576837849	93	2	39	5	34	4.5e-08	32.4	pfam03811	Zn_Tnp_IS1	36
2576837849	93	46	91	1	46	3.7e-22	77.4	pfam12759	HTH_Tnp_IS1	46
