gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2576837587	68	64.71	1	68	1	67	4.0e-23	99.8	COG1278	Cold shock proteins	67
2576837590	409	40.24	1	408	1	412	5.0e-107	381	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	412
2576837591	241	43.03	1	240	4	250	7.0e-47	180	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
2576837592	166	34.81	34	164	15	148	2.0e-23	102	COG4706	Predicted 3-hydroxylacyl-(acyl carrier protein) dehydratase	161
2576837593	423	32.64	8	422	10	410	2.0e-67	250	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	412
2576837595	425	20.34	25	425	5	391	4.0e-31	129	COG0644	Dehydrogenases (flavoproteins)	396
2576837596	790	30.42	5	772	2	779	3.0e-87	316	COG4258	Predicted exporter	788
2576837597	195	21.24	1	185	6	195	3.0e-08	52.3	COG2834	Outer membrane lipoprotein-sorting protein	211
2576837598	137	25.56	6	137	7	137	1.0e-18	85.7	COG0824	Predicted thioesterase	137
2576837599	179	13.84	5	160	4	136	3.0e-03	34.8	COG1943	Transposase and inactivated derivatives	136
2576837600	536	38.37	5	506	2	496	0.0e+00	473	COG2986	Histidine ammonia-lyase	498
2576837601	559	45.63	248	555	1	305	2.0e-84	306	COG4261	Predicted acyltransferase	309
2576837603	183	40.22	2	175	6	187	2.0e-28	118	COG4648	Predicted membrane protein	201
2576837604	82	35.53	3	78	2	77	2.0e-06	44.1	COG0236	Acyl carrier protein	80
2576837605	82	27.16	1	81	6	79	1.0e-03	35.3	COG0236	Acyl carrier protein	80
2576837606	264	24.54	27	233	2	209	9.0e-19	87.7	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	255
2576837608	288	34.96	14	136	8	129	4.0e-25	108	COG2005	N-terminal domain of molybdenum-binding protein	130
2576837610	254	34.15	10	254	15	258	2.0e-44	172	COG0725	ABC-type molybdate transport system, periplasmic component	258
2576837611	228	45.33	2	215	1	214	6.0e-58	217	COG4149	ABC-type molybdate transport system, permease component	225
2576837612	392	46.43	1	391	1	351	9.0e-105	373	COG4148	ABC-type molybdate transport system, ATPase component	352
2576837613	142	43.48	1	69	1	69	1.0e-10	59.2	COG3585	Molybdopterin-binding protein	69
2576837614	389	35.67	2	355	1	351	8.0e-61	227	COG4148	ABC-type molybdate transport system, ATPase component	352
2576837619	268	25.4	144	268	2	127	3.0e-15	75.7	COG2207	AraC-type DNA-binding domain-containing proteins	127
2576837620	346	16.53	130	339	17	234	2.0e-05	43.8	COG5285	Protein involved in biosynthesis of mitomycin antibiotics/polyketide fumonisin	299
2576837622	110	35.53	32	107	12	87	7.0e-15	72.3	COG5606	Uncharacterized conserved small protein	91
2576837623	117	50.46	4	112	7	115	2.0e-30	124	COG4679	Phage-related protein	116
2576837624	97	46.51	12	97	12	97	3.0e-18	83.3	COG1669	Predicted nucleotidyltransferases	97
2576837625	113	39.82	1	113	3	114	7.0e-23	99.2	COG2361	Uncharacterized conserved protein	117
2576837628	412	27.3	20	409	3	385	2.0e-49	190	COG0247	Fe-S oxidoreductase	388
2576837631	293	68.35	3	280	1	278	2.0e-119	422	COG1348	Nitrogenase subunit NifH (ATPase)	278
2576837632	493	37.25	34	484	8	452	8.0e-103	367	COG2710	Nitrogenase molybdenum-iron protein, alpha and beta chains	456
2576837633	523	28.74	33	519	1	453	5.0e-81	295	COG2710	Nitrogenase molybdenum-iron protein, alpha and beta chains	456
2576837634	74	35.29	4	71	3	67	1.0e-07	47.7	COG5554	Nitrogen fixation protein	69
2576837636	236	24.3	104	205	2	105	7.0e-03	34.5	COG1433	Uncharacterized conserved protein	121
2576837641	187	32.21	4	147	32	174	6.0e-19	87.4	COG1573	Uracil-DNA glycosylase	202
2576837642	254	45.25	1	254	1	261	2.0e-73	269	COG0708	Exonuclease III	261
2576837645	143	47.93	13	132	2	121	5.0e-26	110	COG1662	Transposase and inactivated derivatives, IS1 family	121
2576837647	102	32.65	1	98	1	97	5.0e-11	59.3	COG3668	Plasmid stabilization system protein	98
2576837649	519	31.78	15	457	14	449	3.0e-84	306	COG2710	Nitrogenase molybdenum-iron protein, alpha and beta chains	456
2576837650	465	28.09	6	436	22	437	3.0e-60	226	COG2710	Nitrogenase molybdenum-iron protein, alpha and beta chains	456
2576837651	143	25.23	5	108	1	106	3.0e-03	34.5	COG1433	Uncharacterized conserved protein	121
2576837656	107	44.64	48	103	2	57	2.0e-14	70.7	COG3411	Ferredoxin	64
2576837659	325	23.04	18	224	19	226	8.0e-17	81.5	COG2014	Uncharacterized conserved protein	250
2576837662	102	25.74	1	98	2	102	8.0e-11	58.8	COG0607	Rhodanese-related sulfurtransferase	110
2576837664	237	23.36	107	205	1	106	2.0e-03	36.8	COG1433	Uncharacterized conserved protein	121
2576837668	336	47.75	1	325	13	337	2.0e-87	315	COG0429	Predicted hydrolase of the alpha/beta-hydrolase fold	345
2576837670	612	33.57	34	593	15	567	2.0e-110	394	COG1132	ABC-type multidrug transport system, ATPase and permease components	567
2576837672	262	50.6	3	251	6	255	6.0e-86	310	COG0024	Methionine aminopeptidase	255
2576837674	362	35.15	3	164	1	161	1.0e-24	107	COG3666	Transposase and inactivated derivatives	161
2576837676	181	32.18	1	173	1	148	4.0e-22	98.1	COG0716	Flavodoxins	151
2576837679	206	30.24	1	197	1	201	5.0e-21	94.5	COG0625	Glutathione S-transferase	211
2576837680	131	28.81	12	123	11	127	5.0e-10	56.9	COG2703	Hemerythrin	144
2576837681	194	31.48	24	181	36	194	6.0e-20	90.9	COG3145	Alkylated DNA repair protein	194
2576837684	145	30.61	1	145	1	142	3.0e-18	84.6	COG3086	Positive regulator of sigma E activity	150
2576837685	137	22.86	23	127	6	102	2.0e-09	55	COG2146	Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases	106
2576837686	177	31.82	1	175	1	150	1.0e-24	105	COG0716	Flavodoxins	151
2576837687	202	50.96	1	103	2	105	2.0e-31	129	COG0278	Glutaredoxin-related protein	105
2576837688	423	53.96	10	423	1	408	0.0e+00	509	COG1219	ATP-dependent protease Clp, ATPase subunit	408
2576837689	292	17.41	21	266	51	283	2.0e-06	46.6	COG0760	Parvulin-like peptidyl-prolyl isomerase	320
2576837693	263	51.53	19	214	3	193	1.0e-60	226	COG1045	Serine acetyltransferase	194
2576837695	374	41.14	8	366	3	369	1.0e-93	336	COG0119	Isopropylmalate/homocitrate/citramalate synthases	409
2576837696	402	50.65	4	385	3	386	0.0e+00	500	COG1104	Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes	386
2576837697	301	41.96	1	123	3	143	9.0e-27	114	COG0822	NifU homolog involved in Fe-S cluster formation	150
2576837698	118	46.73	1	107	4	110	1.0e-30	125	COG0316	Uncharacterized conserved protein	110
2576837706	154	70.13	1	154	1	154	8.0e-60	222	COG2193	Bacterioferritin (cytochrome b1)	157
2576837707	70	38.1	1	62	1	63	8.0e-08	48.8	COG2906	Bacterioferritin-associated ferredoxin	63
2576837708	86	43.53	1	85	4	88	3.0e-19	86.9	COG2914	Uncharacterized protein conserved in bacteria	99
2576837709	232	50.48	8	215	5	212	4.0e-61	228	COG4660	Predicted NADH:ubiquinone oxidoreductase, subunit RnfE	212
2576837710	236	48.94	44	231	10	195	6.0e-50	190	COG4659	Predicted NADH:ubiquinone oxidoreductase, subunit RnfG	195
2576837711	357	42.73	5	348	2	338	3.0e-77	282	COG4658	Predicted NADH:ubiquinone oxidoreductase, subunit RnfD	338
2576837713	495	44.76	9	494	5	487	3.0e-121	428	COG4656	Predicted NADH:ubiquinone oxidoreductase, subunit RnfC	529
2576837714	190	45.26	3	188	4	192	8.0e-44	170	COG2878	Predicted NADH:ubiquinone oxidoreductase, subunit RnfB	198
2576837715	193	69.47	1	190	1	190	8.0e-60	223	COG4657	Predicted NADH:ubiquinone oxidoreductase, subunit RnfA	193
2576837716	538	24.9	277	528	81	330	9.0e-25	108	COG0642	Signal transduction histidine kinase	336
2576837717	513	39.05	8	511	29	548	6.0e-127	448	COG3604	Transcriptional regulator containing GAF, AAA-type ATPase, and DNA binding domains	550
2576837724	140	19.13	3	115	2	116	7.0e-09	53.2	COG1393	Arsenate reductase and related proteins, glutaredoxin family	117
2576837725	427	38.69	13	410	2	388	5.0e-103	368	COG0426	Uncharacterized flavoproteins	388
2576837726	95	34.44	1	88	1	90	8.0e-12	62	COG0633	Ferredoxin	102
2576837727	116	33.05	1	115	1	96	4.0e-06	43.5	COG0633	Ferredoxin	102
2576837729	795	34.73	366	746	4	408	2.0e-51	197	COG0840	Methyl-accepting chemotaxis protein	408
2576837734	203	25.97	6	186	14	193	5.0e-10	57.7	COG1309	Transcriptional regulator	201
2576837735	210	22.16	5	168	1	170	2.0e-07	49.3	COG3576	Predicted flavin-nucleotide-binding protein structurally related to pyridoxine 5'-phosphate oxidase	173
2576837737	1064	48.86	1	1055	1	1021	0.0e+00	1149	COG3696	Putative silver efflux pump	1027
2576837739	478	33.44	136	435	41	353	7.0e-24	105	COG0845	Membrane-fusion protein	372
2576837740	431	19.9	33	425	43	443	3.0e-24	106	COG1538	Outer membrane protein	457
2576837742	172	30.43	23	158	3	126	3.0e-10	58.4	COG3153	Predicted acetyltransferase	171
2576837743	312	30.99	1	306	1	307	4.0e-45	175	COG2307	Uncharacterized protein conserved in bacteria	313
2576837744	483	55.84	10	479	8	477	0.0e+00	626	COG2308	Uncharacterized conserved protein	488
2576837746	1128	52.59	284	1080	1	784	0.0e+00	926	COG4196	Uncharacterized protein conserved in bacteria	808
2576837747	434	48.26	32	433	2	390	1.0e-122	433	COG0372	Citrate synthase	390
2576837748	853	46.32	20	494	12	486	0.0e+00	554	COG2308	Uncharacterized conserved protein	488
2576837749	309	29.24	1	297	11	293	6.0e-40	158	COG1305	Transglutaminase-like enzymes, putative cysteine proteases	319
2576837750	251	44.03	1	243	1	243	2.0e-68	252	COG3484	Predicted proteasome-type protease	255
2576837751	324	34.8	2	318	8	313	7.0e-66	244	COG0837	Glucokinase	320
2576837754	264	26.43	1	247	11	290	3.0e-26	112	COG1305	Transglutaminase-like enzymes, putative cysteine proteases	319
2576837755	262	33.06	9	247	1	237	8.0e-51	193	COG2908	Uncharacterized protein conserved in bacteria	237
2576837757	399	23.47	11	377	1	354	2.0e-37	150	COG0707	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	357
2576837758	373	30.92	1	260	9	269	1.0e-34	141	COG3267	Type II secretory pathway, component ExeA (predicted ATPase)	269
2576837764	728	47.78	401	572	56	235	6.0e-30	126	COG1357	Uncharacterized low-complexity proteins	238
2576837766	462	58.19	2	453	3	452	0.0e+00	688	COG4303	Ethanolamine ammonia-lyase, large subunit	453
2576837767	267	40.82	4	248	57	294	3.0e-62	231	COG4302	Ethanolamine ammonia-lyase, small subunit	294
2576837768	71	55.88	4	70	1	67	2.0e-19	87.1	COG1278	Cold shock proteins	67
2576837770	568	28.76	16	548	18	549	1.0e-79	291	COG0659	Sulfate permease and related transporters (MFS superfamily)	554
2576837771	325	52.32	1	301	2	303	4.0e-118	417	COG1054	Predicted sulfurtransferase	308
2576837772	369	32.3	20	328	14	326	6.0e-41	161	COG2603	Predicted ATPase	334
2576837773	769	30.65	435	769	15	344	5.0e-48	186	COG0709	Selenophosphate synthase	346
2576837777	448	26.91	37	447	34	427	3.0e-66	246	COG5520	O-Glycosyl hydrolase	433
2576837778	337	28.53	3	309	1	310	9.0e-37	147	COG0167	Dihydroorotate dehydrogenase	310
2576837779	1212	40.31	8	392	5	363	1.0e-94	342	COG0674	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit	365
2576837780	228	44.19	1	215	4	216	2.0e-62	232	COG0120	Ribose 5-phosphate isomerase	227
2576837781	368	41.32	107	347	3	227	1.0e-55	210	COG2013	Uncharacterized conserved protein	227
2576837782	417	33.95	40	415	1	369	3.0e-45	176	COG3174	Predicted membrane protein	371
2576837783	449	26.54	15	428	19	483	3.0e-53	203	COG3104	Dipeptide/tripeptide permease	498
2576837784	443	35.1	1	432	1	419	3.0e-86	312	COG1253	Hemolysins and related proteins containing CBS domains	429
2576837785	217	21.65	40	217	3	186	1.0e-09	56.9	COG0778	Nitroreductase	207
2576837788	378	44.18	1	376	8	385	2.0e-125	442	COG3146	Uncharacterized protein conserved in bacteria	387
2576837793	176	22.44	1	155	9	163	5.0e-07	47.7	COG0456	Acetyltransferases	177
2576837794	281	30.66	11	280	10	262	3.0e-46	178	COG0656	Aldo/keto reductases, related to diketogulonate reductase	280
2576837795	1030	42.99	692	987	88	408	5.0e-58	220	COG0840	Methyl-accepting chemotaxis protein	408
2576837797	201	34.2	6	197	3	194	1.0e-22	99	COG3707	Response regulator with putative antiterminator output domain	194
2576837798	1163	24.35	208	544	11	335	7.0e-26	113	COG3614	Predicted periplasmic ligand-binding sensor domain	348
2576837799	526	35.06	18	479	1	447	2.0e-65	243	COG1538	Outer membrane protein	457
2576837800	395	32.18	6	372	10	372	4.0e-33	136	COG0845	Membrane-fusion protein	372
2576837801	1039	45.1	1	1028	1	1008	0.0e+00	916	COG0841	Cation/multidrug efflux pump	1009
2576837804	337	57.41	6	327	1	324	0.0e+00	500	COG1087	UDP-glucose 4-epimerase	329
2576837805	307	18.33	1	285	2	290	3.0e-16	79.4	COG1216	Predicted glycosyltransferases	305
2576837806	400	22.25	1	383	1	376	4.0e-24	105	COG0438	Glycosyltransferase	381
2576837807	286	17.18	1	286	1	283	2.0e-07	50.1	COG0463	Glycosyltransferases involved in cell wall biogenesis	291
2576837809	314	20.65	104	275	48	227	1.0e-08	54.5	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	243
2576837810	442	21.22	6	415	4	410	1.0e-19	91.7	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
2576837812	436	20.38	48	344	44	354	4.0e-03	36.3	COG3307	Lipid A core - O-antigen ligase and related enzymes	424
2576837813	792	23.8	17	485	3	454	8.0e-36	145	COG3206	Uncharacterized protein involved in exopolysaccharide biosynthesis	458
2576837814	370	36.15	74	286	34	238	3.0e-38	152	COG1596	Periplasmic protein involved in polysaccharide export	239
2576837815	473	44.54	245	473	1	226	4.0e-65	242	COG2148	Sugar transferases involved in lipopolysaccharide synthesis	226
2576837818	2305	19.8	1223	1880	12	677	1.0e-09	60.7	COG3209	Rhs family protein	796
2576837822	526	27.44	212	526	30	333	7.0e-29	122	COG0642	Signal transduction histidine kinase	336
2576837825	226	47.14	1	224	1	226	2.0e-60	225	COG0745	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	229
2576837826	484	30.07	69	477	45	444	2.0e-43	170	COG1538	Outer membrane protein	457
2576837829	395	37.26	12	375	9	343	7.0e-65	241	COG1566	Multidrug resistance efflux pump	352
2576837830	755	19.03	43	706	14	664	5.0e-15	77	COG1289	Predicted membrane protein	674
2576837831	301	30.98	5	295	1	294	2.0e-29	123	COG0583	Transcriptional regulator	297
2576837832	200	46.53	1	199	1	202	1.0e-58	219	COG1182	Acyl carrier protein phosphodiesterase	202
2576837833	188	40.31	1	188	1	191	1.0e-39	156	COG2353	Uncharacterized conserved protein	192
2576837834	270	35.42	11	246	10	239	2.0e-46	179	COG3384	Uncharacterized conserved protein	268
2576837835	404	20.41	56	397	61	391	2.0e-06	47.1	COG2814	Arabinose efflux permease	394
2576837846	1167	24.35	304	518	43	246	3.0e-12	68.4	COG3591	V8-like Glu-specific endopeptidase	251
2576837848	143	47.93	13	132	2	121	5.0e-26	110	COG1662	Transposase and inactivated derivatives, IS1 family	121
2576837851	469	36.72	92	469	86	464	3.0e-91	329	COG2204	Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains	464
2576837854	143	47.93	13	132	2	121	2.0e-26	111	COG1662	Transposase and inactivated derivatives, IS1 family	121
2576837856	189	36.87	2	187	14	209	4.0e-21	94.8	COG0705	Uncharacterized membrane protein (homolog of Drosophila rhomboid)	228
2576837857	279	27.66	4	265	5	286	6.0e-23	101	COG1752	Predicted esterase of the alpha-beta hydrolase superfamily	306
2576837860	768	29.46	323	763	33	494	1.0e-69	258	COG3378	Predicted ATPase	517
2576837863	346	25.18	82	339	32	296	5.0e-18	85.6	COG4974	Site-specific recombinase XerD	300
2576837865	225	54.22	1	222	1	219	3.0e-74	271	COG0603	Predicted PP-loop superfamily ATPase	222
2576837866	213	30.41	4	209	4	212	3.0e-35	142	COG0602	Organic radical activating enzymes	212
2576837867	285	24.91	4	277	7	258	8.0e-23	101	COG1729	Uncharacterized protein conserved in bacteria	262
2576837868	191	29.69	1	191	5	190	5.0e-28	117	COG2885	Outer membrane protein and related peptidoglycan-associated (lipo)proteins	190
2576837869	427	45.18	6	427	2	423	6.0e-95	341	COG0823	Periplasmic component of the Tol biopolymer transport system	425
2576837871	142	39.13	1	138	3	133	3.0e-26	111	COG0848	Biopolymer transport protein	137
2576837872	225	43.19	13	225	4	216	3.0e-49	188	COG0811	Biopolymer transport proteins	216
2576837873	138	42.86	1	133	3	133	7.0e-31	126	COG0824	Predicted thioesterase	137
2576837874	344	67.37	5	335	2	332	0.0e+00	534	COG2255	Holliday junction resolvasome, helicase subunit	332
2576837875	203	46.27	1	199	1	198	1.0e-55	209	COG0632	Holliday junction resolvasome, DNA-binding subunit	201
2576837876	165	55.97	4	161	1	159	4.0e-52	197	COG0817	Holliday junction resolvasome, endonuclease subunit	160
2576837877	248	61.98	1	241	1	241	8.0e-92	330	COG0217	Uncharacterized conserved protein	241
2576837878	213	29.05	6	210	8	209	3.0e-16	78.8	COG0560	Phosphoserine phosphatase	212
2576837879	527	47.53	1	322	3	323	3.0e-89	323	COG0111	Phosphoglycerate dehydrogenase and related dehydrogenases	324
2576837880	354	24.79	8	246	7	232	6.0e-22	98.4	COG1376	Uncharacterized protein conserved in bacteria	232
2576837881	469	36.24	12	460	1	444	2.0e-38	153	COG0531	Amino acid transporters	466
2576837887	398	41.58	1	396	1	400	8.0e-114	403	COG0162	Tyrosyl-tRNA synthetase	401
2576837888	490	34.67	233	427	62	257	2.0e-31	130	COG0739	Membrane proteins related to metalloendopeptidases	277
2576837889	385	47.31	1	369	3	371	7.0e-110	390	COG2377	Predicted molecular chaperone distantly related to HSP70-fold metalloproteases	371
2576837890	110	57.8	1	109	1	109	2.0e-38	150	COG0316	Uncharacterized conserved protein	110
2576837891	343	51.15	1	343	2	349	4.0e-121	428	COG0002	Acetylglutamate semialdehyde dehydrogenase	349
2576837892	327	44.55	7	327	1	326	4.0e-83	301	COG0604	NADPH:quinone reductase and related Zn-dependent oxidoreductases	326
2576837893	281	39.49	6	280	12	282	7.0e-70	257	COG2897	Rhodanese-related sulfurtransferase	285
2576837894	197	26.13	1	188	2	198	1.0e-17	83	COG4636	Uncharacterized protein conserved in cyanobacteria	200
2576837895	452	40.84	35	452	129	559	2.0e-110	392	COG3829	Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains	560
2576837896	365	31.84	1	173	13	211	1.0e-24	108	COG0491	Zn-dependent hydrolases, including glyoxylases	252
2576837897	417	20	8	351	1	336	2.0e-28	120	COG0446	Uncharacterized NAD(FAD)-dependent dehydrogenases	415
2576837898	577	32.39	10	571	2	544	1.0e-91	330	COG0659	Sulfate permease and related transporters (MFS superfamily)	554
2576837900	135	22.14	1	134	3	138	7.0e-13	66.6	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	138
2576837901	154	23.21	5	114	33	144	1.0e-08	52.6	COG1580	Flagellar basal body-associated protein	159
2576837902	336	44.77	8	307	6	308	2.0e-78	286	COG1472	Beta-glucosidase-related glycosidases	397
2576837903	179	32.16	10	179	6	176	5.0e-44	170	COG0634	Hypoxanthine-guanine phosphoribosyltransferase	178
2576837904	242	40.49	1	242	16	260	7.0e-62	230	COG0005	Purine nucleoside phosphorylase	262
2576837905	159	46.25	1	159	1	160	2.0e-41	161	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerases 2	174
2576837906	166	41.06	15	163	1	150	9.0e-32	129	COG0782	Transcription elongation factor	151
2576837909	170	43.11	4	170	7	172	5.0e-48	183	COG3040	Bacterial lipocalin	174
2576837911	448	31.08	153	445	42	328	1.0e-36	148	COG0642	Signal transduction histidine kinase	336
2576837912	228	41.67	3	228	2	228	7.0e-58	217	COG0745	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	229
2576837915	476	35.56	13	473	1	455	3.0e-55	210	COG1538	Outer membrane protein	457
2576837916	427	25.08	18	343	1	310	2.0e-17	83.6	COG0845	Membrane-fusion protein	372
2576837917	243	49.12	13	237	1	226	4.0e-80	291	COG1136	ABC-type antimicrobial peptide transport system, ATPase component	226
2576837918	401	30.55	18	401	2	419	4.0e-33	135	COG0577	ABC-type antimicrobial peptide transport system, permease component	419
2576837922	290	30.21	1	284	1	284	6.0e-35	141	COG0583	Transcriptional regulator	297
2576837925	300	51.01	3	300	1	297	1.0e-105	376	COG1090	Predicted nucleoside-diphosphate sugar epimerase	297
2576837926	453	43.72	5	450	2	460	3.0e-122	432	COG0415	Deoxyribodipyrimidine photolyase	461
2576837927	142	47.32	24	135	25	136	2.0e-29	122	COG4446	Uncharacterized protein conserved in bacteria	141
2576837928	311	40.99	153	311	1	161	1.0e-37	150	COG3272	Uncharacterized conserved protein	163
2576837929	280	21.29	3	276	2	306	6.0e-17	81.5	COG0451	Nucleoside-diphosphate-sugar epimerases	314
2576837930	364	41.73	7	360	2	357	1.0e-92	333	COG1902	NADH:flavin oxidoreductases, Old Yellow Enzyme family	363
2576837935	174	33.33	18	137	4	123	7.0e-17	80.4	COG1846	Transcriptional regulators	126
2576837938	634	56.74	8	600	2	596	0.0e+00	711	COG0465	ATP-dependent Zn proteases	596
2576837943	354	33.33	26	349	9	320	7.0e-69	254	COG0837	Glucokinase	320
2576837944	151	42.95	1	149	1	148	2.0e-39	154	COG3019	Predicted metal-binding protein	149
2576837945	355	56.66	1	352	2	352	8.0e-130	457	COG0407	Uroporphyrinogen-III decarboxylase	352
2576837946	628	19.7	357	617	34	273	1.0e-05	45.5	COG3266	Uncharacterized protein conserved in bacteria	292
2576837947	360	57.66	1	357	1	357	3.0e-130	458	COG0337	3-dehydroquinate synthetase	360
2576837948	174	55.15	3	167	1	164	3.0e-53	200	COG0703	Shikimate kinase	172
2576837949	785	25.28	70	780	48	709	2.0e-81	297	COG4796	Type II secretory pathway, component HofQ	709
2576837950	203	40	39	203	8	168	8.0e-38	150	COG3168	Tfp pilus assembly protein PilP	170
2576837951	205	38.69	7	200	10	208	1.0e-43	169	COG3167	Tfp pilus assembly protein PilO	211
2576837952	191	33.87	1	186	4	187	1.0e-29	123	COG3166	Tfp pilus assembly protein PilN	206
2576837953	353	45.45	2	353	3	354	6.0e-98	351	COG4972	Tfp pilus assembly protein, ATPase PilM	354
2576837954	781	46.24	9	781	3	797	0.0e+00	872	COG5009	Membrane carboxypeptidase/penicillin-binding protein	797
2576837955	908	57.97	2	898	1	820	0.0e+00	1067	COG0653	Preprotein translocase subunit SecA (ATPase, RNA helicase)	822
2576837956	704	17.05	433	657	48	309	6.0e-08	53.2	COG0845	Membrane-fusion protein	372
2576837959	518	20.83	17	465	3	443	3.0e-13	70.2	COG1538	Outer membrane protein	457
2576837964	197	25	1	180	2	197	2.0e-19	88.8	COG4636	Uncharacterized protein conserved in cyanobacteria	200
2576837966	224	34.38	1	224	1	170	6.0e-25	107	COG4675	Microcystin-dependent protein	170
2576837971	66	61.19	1	66	1	67	3.0e-21	93.3	COG1278	Cold shock proteins	67
2576837974	638	46.34	1	526	1	524	0.0e+00	532	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2576837975	408	38.71	6	248	5	250	1.0e-57	217	COG1058	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA	255
2576837976	306	26.06	1	305	2	308	1.0e-23	104	COG0679	Predicted permeases	311
2576837977	127	38.46	22	124	1	104	2.0e-18	85	COG0607	Rhodanese-related sulfurtransferase	110
2576837978	241	44.3	13	236	10	234	4.0e-47	181	COG0284	Orotidine-5'-phosphate decarboxylase	240
2576837979	242	34.58	10	220	5	210	8.0e-29	120	COG2836	Uncharacterized conserved protein	232
2576837981	244	29.2	1	244	6	252	1.0e-35	143	COG0631	Serine/threonine protein phosphatase	262
2576837982	248	61.32	6	245	1	243	4.0e-90	324	COG0854	Pyridoxal phosphate biosynthesis protein	243
2576837983	249	33.33	13	247	2	250	5.0e-36	144	COG1381	Recombinational DNA repair protein (RecF pathway)	251
2576837984	293	55.93	1	293	4	297	3.0e-103	367	COG1159	GTPase	298
2576837985	227	49.57	1	227	4	234	8.0e-64	236	COG0571	dsRNA-specific ribonuclease	235
2576837987	258	31.06	41	152	6	166	3.0e-13	69.2	COG0681	Signal peptidase I	166
2576837988	599	67.17	1	599	4	603	0.0e+00	1028	COG0481	Membrane GTPase LepA	603
2576837990	351	33.04	8	346	18	348	1.0e-38	153	COG0628	Predicted permease	355
2576837991	107	39.66	1	57	1	58	3.0e-12	63.6	COG1278	Cold shock proteins	67
2576837993	178	43.35	7	178	27	198	8.0e-56	209	COG2109	ATP:corrinoid adenosyltransferase	198
2576837995	404	32.14	38	357	9	344	4.0e-59	222	COG2206	HD-GYP domain	344
