gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2576837724	140	2	128	6.7e-57	177.1	TIGR01616	nitrogenase-associated protein
2576837737	1064	1	1063	0.0e+00	1225.3	TIGR00914	heavy metal efflux pump, CzcA family
2576837739	478	136	450	2.1e-44	137.8	TIGR01730	RND family efflux transporter, MFP subunit
2576837747	434	17	427	0.0e+00	540.8	TIGR01798	citrate synthase I (hexameric type)
2576837751	324	3	319	1.3e-77	247.1	TIGR00749	glucokinase, proteobacterial type
2576837772	369	20	344	1.1e-91	293.5	TIGR03167	tRNA 2-selenouridine synthase
2576837773	769	24	401	1.8e-110	356.5	TIGR03169	pyridine nucleotide-disulfide oxidoreductase family protein
2576837773	769	430	761	1.9e-59	188.3	TIGR00476	selenium donor protein
2576837779	1212	6	1185	0.0e+00	1773.2	TIGR02176	pyruvate:ferredoxin (flavodoxin) oxidoreductase, homodimeric
2576837780	228	3	221	6.7e-70	220.9	TIGR00021	ribose 5-phosphate isomerase
2576837781	368	110	343	1.3e-33	102.5	TIGR00266	TIGR00266 family protein
2576837785	217	62	213	4.4e-18	51.4	TIGR03605	SagB-type dehydrogenase domain
2576837795	1030	110	213	1.6e-16	46.7	TIGR00229	PAS domain S-box
2576837798	1163	565	691	1.1e-32	99	TIGR00229	PAS domain S-box
2576837799	526	15	477	1.1e-110	356.6	TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
2576837800	395	34	370	2.3e-80	255.9	TIGR01730	RND family efflux transporter, MFP subunit
2576837801	1039	2	1038	0.0e+00	1148.5	TIGR00915	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family
2576837804	337	7	331	0.0e+00	462.4	TIGR01179	UDP-glucose-4-epimerase GalE
2576837813	792	540	744	1.8e-41	128	TIGR01007	capsular exopolysaccharide family
2576837815	473	25	473	0.0e+00	471.1	TIGR03023	Undecaprenyl-phosphate glucose phosphotransferase
2576837815	473	26	473	0.0e+00	470.7	TIGR03025	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase
2576837818	2305	1785	1861	1.5e-19	58.1	TIGR03696	RHS repeat-associated core domain
2576837818	2305	2029	2099	1.4e-04	10.6	TIGR01445	intein N-terminal splicing region
2576837818	2305	974	999	4.1e-05	11.9	TIGR01643	YD repeat (two copies)
2576837860	768	434	739	7.7e-82	260.5	TIGR01613	phage/plasmid primase, P4 family, C-terminal domain
2576837865	225	5	207	1.8e-65	206.3	TIGR00364	queuosine biosynthesis protein QueC
2576837866	213	4	213	1.6e-111	357	TIGR04349	putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE, gammaproteobacterial type
2576837867	285	159	277	4.0e-38	116.9	TIGR02795	tol-pal system protein YbgF
2576837868	191	85	188	2.6e-44	135.8	TIGR02802	peptidoglycan-associated lipoprotein
2576837869	427	14	426	0.0e+00	535.1	TIGR02800	tol-pal system beta propeller repeat protein TolB
2576837870	499	425	491	5.6e-12	33.1	TIGR01352	TonB family C-terminal domain
2576837870	499	9	231	9.3e-23	67.9	TIGR02794	TolA protein
2576837871	142	10	138	2.5e-43	134	TIGR02801	TolR protein
2576837872	225	6	220	1.0e-89	286	TIGR02796	TolQ protein
2576837873	138	4	129	2.3e-56	176.6	TIGR02799	tol-pal system-associated acyl-CoA thioesterase
2576837873	138	7	123	4.3e-39	120.7	TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
2576837874	344	26	330	0.0e+00	489.4	TIGR00635	Holliday junction DNA helicase, RuvB subunit
2576837875	203	1	203	2.7e-57	179.4	TIGR00084	Holliday junction DNA helicase, RuvA subunit
2576837876	165	3	158	7.0e-68	213.6	TIGR00228	crossover junction endodeoxyribonuclease RuvC
2576837877	248	1	238	1.2e-99	318.9	TIGR01033	DNA-binding regulatory protein, YebC/PmpR family
2576837878	213	5	176	1.3e-22	66.7	TIGR01488	Haloacid Dehalogenase superfamily, subfamily IB, phosphoserine phosphatase-like
2576837879	527	3	527	0.0e+00	604.6	TIGR01327	D-3-phosphoglycerate dehydrogenase
2576837881	469	21	458	0.0e+00	450.4	TIGR00909	amino acid transporter
2576837887	398	1	397	3.4e-126	407.5	TIGR00234	tyrosyl-tRNA synthetase
2576837890	110	5	110	1.9e-43	133.2	TIGR00049	Iron-sulfur cluster assembly accessory protein
2576837891	343	2	343	0.0e+00	432.2	TIGR01850	N-acetyl-gamma-glutamyl-phosphate reductase, common form
2576837892	327	7	327	0.0e+00	488.9	TIGR02824	putative NAD(P)H quinone oxidoreductase, PIG3 family
2576837895	452	30	110	1.6e-09	24.1	TIGR00229	PAS domain S-box
2576837898	577	16	570	1.0e-125	406.2	TIGR00815	high affinity sulphate transporter 1
2576837903	179	14	178	6.8e-39	119.4	TIGR01203	hypoxanthine phosphoribosyltransferase
2576837904	242	3	242	1.0e-89	286.1	TIGR01694	5'-deoxy-5'-methylthioadenosine phosphorylase
2576837906	166	11	165	4.3e-60	188.1	TIGR01461	transcription elongation factor GreB
2576837915	476	10	463	1.2e-117	379.4	TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
2576837916	427	58	342	5.4e-36	110.1	TIGR01730	RND family efflux transporter, MFP subunit
2576837919	407	233	327	5.9e-11	28.4	TIGR00277	HDIG domain
2576837920	71	9	71	4.1e-13	35.4	TIGR02574	putative addiction module component, TIGR02574 family
2576837925	300	3	293	1.9e-115	371.4	TIGR01777	TIGR01777 family protein
2576837937	106	1	101	4.7e-29	87.2	TIGR01932	HflC protein
2576837938	634	101	593	0.0e+00	742.2	TIGR01241	ATP-dependent metalloprotease FtsH
2576837943	354	26	343	2.4e-79	252.8	TIGR00749	glucokinase, proteobacterial type
2576837945	355	8	347	0.0e+00	458.8	TIGR01464	uroporphyrinogen decarboxylase
2576837947	360	13	354	6.1e-122	393	TIGR01357	3-dehydroquinate synthase
2576837949	785	305	779	0.0e+00	461.5	TIGR02515	type IV pilus secretin (or competence protein) PilQ
2576837953	353	7	352	3.2e-125	403.7	TIGR01175	type IV pilus assembly protein PilM
2576837954	781	72	714	0.0e+00	608.7	TIGR02074	penicillin-binding protein, 1A family
2576837955	908	28	814	0.0e+00	1132.5	TIGR00963	preprotein translocase, SecA subunit
2576837958	263	16	249	5.5e-42	129.8	TIGR01730	RND family efflux transporter, MFP subunit
2576837975	408	2	168	1.9e-29	89.6	TIGR00177	molybdenum cofactor synthesis domain
2576837975	408	3	297	2.3e-68	217.7	TIGR00200	competence/damage-inducible protein CinA N-terminal domain
2576837978	241	17	233	7.0e-58	181.9	TIGR01740	orotidine 5'-phosphate decarboxylase, subfamily 1
2576837982	248	7	242	2.1e-101	324.5	TIGR00559	pyridoxine 5'-phosphate synthase
2576837983	249	18	240	1.2e-36	112.3	TIGR00613	DNA repair protein RecO
2576837984	293	1	166	5.1e-34	104.5	TIGR00231	small GTP-binding protein domain
2576837984	293	4	274	5.8e-95	304.7	TIGR00436	GTP-binding protein Era
2576837985	227	8	222	5.8e-75	237.6	TIGR02191	ribonuclease III, bacterial
2576837987	258	45	242	4.0e-56	175.5	TIGR02227	signal peptidase I, bacterial type
2576837988	599	4	179	2.2e-21	63.4	TIGR00231	small GTP-binding protein domain
2576837988	599	4	597	0.0e+00	987.2	TIGR01393	elongation factor 4
2576837993	178	4	178	7.2e-59	184.6	TIGR00708	cob(I)alamin adenosyltransferase
2576837995	404	159	254	1.5e-13	36.7	TIGR00277	HDIG domain
2576838004	305	1	303	4.6e-62	196	TIGR00654	phenazine biosynthesis protein PhzF family
2576838005	120	3	109	1.1e-37	114.6	TIGR02378	nitrite reductase [NAD(P)H], small subunit
2576838006	845	7	800	0.0e+00	1107.4	TIGR02374	nitrite reductase [NAD(P)H], large subunit
2576838021	604	52	281	1.6e-87	281.9	TIGR01184	nitrate transport ATP-binding subunits C and D
2576838023	492	16	437	1.4e-104	336	TIGR00886	nitrite extrusion protein (nitrite facilitator)
2576838037	471	7	469	0.0e+00	725.9	TIGR01818	nitrogen regulation protein NR(I)
2576838046	362	12	342	0.0e+00	457.1	TIGR00832	arsenical-resistance protein
2576838050	882	327	449	7.5e-22	65.5	TIGR00229	PAS domain S-box
2576838050	882	449	616	5.8e-49	153.6	TIGR00254	diguanylate cyclase (GGDEF) domain
2576838050	882	8	135	4.1e-28	85.7	TIGR02481	hemerythrin-like metal-binding domain
2576838051	347	9	338	0.0e+00	459.2	TIGR00878	phosphoribosylaminoimidazole synthetase
2576838054	354	1	284	1.9e-55	174.5	TIGR01001	homoserine O-succinyltransferase
2576838057	288	8	286	1.1e-108	349	TIGR01474	4-hydroxybenzoate polyprenyl transferase, proteobacterial
2576838058	115	3	115	1.8e-49	153.2	TIGR00014	arsenate reductase (glutaredoxin)
2576838059	197	2	193	9.6e-44	135.8	TIGR01755	NAD(P)H:quinone oxidoreductase, type IV
2576838061	234	4	229	1.5e-84	269.1	TIGR03420	DnaA regulatory inactivator Hda
2576838062	308	3	304	1.4e-71	227.3	TIGR00745	2-dehydropantoate 2-reductase
2576838068	175	8	162	1.7e-53	166.9	TIGR04274	hypoxanthine-DNA glycosylase
2576838070	464	217	453	1.7e-99	319.4	TIGR01469	uroporphyrin-III C-methyltransferase
2576838070	464	4	208	6.3e-75	238.3	TIGR01470	siroheme synthase, N-terminal domain
2576838074	404	6	402	0.0e+00	468.4	TIGR00032	argininosuccinate synthase
2576838076	1218	400	531	2.1e-18	53.8	TIGR00229	PAS domain S-box
2576838076	1218	780	956	6.5e-42	130.1	TIGR00254	diguanylate cyclase (GGDEF) domain
2576838077	199	7	190	5.1e-68	214.8	TIGR02665	molybdenum cofactor guanylyltransferase, proteobacterial
2576838081	949	241	918	0.0e+00	934.4	TIGR01591	formate dehydrogenase, alpha subunit, archaeal-type
2576838082	286	36	280	1.5e-76	242.9	TIGR00129	formate dehydrogenase family accessory protein FdhD
2576838089	427	2	427	2.9e-81	259.7	TIGR02550	flagellar hook-associated protein 3
2576838090	612	3	398	1.2e-82	264.5	TIGR02492	flagellar hook-associated protein FlgK
2576838091	350	10	336	9.9e-99	316.8	TIGR02541	flagellar rod assembly protein/muramidase FlgJ
2576838094	262	2	105	5.9e-13	37.3	TIGR01396	flagellar basal-body rod protein FlgB
2576838094	262	4	149	4.8e-49	155.8	TIGR03506	flagellar hook-basal body protein
2576838094	262	5	262	1.0e-117	380.2	TIGR02488	flagellar basal-body rod protein FlgG, Gram-negative bacteria
2576838095	246	3	130	1.6e-36	113.7	TIGR03506	flagellar hook-basal body protein
2576838095	246	5	224	4.4e-61	193.2	TIGR02490	flagellar basal-body rod protein FlgF
2576838096	595	1	343	2.6e-52	164.6	TIGR03506	flagellar hook-basal body protein
2576838098	138	4	138	4.8e-51	158.8	TIGR01395	flagellar basal-body rod protein FlgC
2576838099	130	5	128	4.3e-40	123.1	TIGR01396	flagellar basal-body rod protein FlgB
2576838100	232	95	231	8.0e-41	125.4	TIGR03170	flagella basal body P-ring formation protein FlgA
2576838101	102	1	94	3.1e-21	62.3	TIGR03824	flagellar biosynthesis anti-sigma factor FlgM
2576838106	257	5	250	3.7e-82	261.4	TIGR01852	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
2576838107	294	8	294	1.8e-119	384.3	TIGR02225	tyrosine recombinase XerD
2576838108	162	76	157	5.3e-28	83.2	TIGR00589	O-6-methylguanine DNA methyltransferase
2576838109	113	2	113	2.3e-53	165.4	TIGR01024	ribosomal protein L19, bacterial type
2576838110	245	1	236	1.3e-98	315	TIGR00088	tRNA (guanine-N1)-methyltransferase
2576838111	83	2	81	3.5e-32	96.5	TIGR00002	ribosomal protein S16
2576838112	464	13	440	0.0e+00	563.6	TIGR00959	signal recognition particle protein
2576838123	129	4	129	8.5e-32	96.1	TIGR00208	flagellar biosynthetic protein FliS
2576838128	215	4	206	6.1e-68	214.4	TIGR03570	sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family
2576838129	366	3	366	0.0e+00	490.4	TIGR03569	N-acetylneuraminate synthase
2576838130	392	6	372	0.0e+00	498.4	TIGR03568	UDP-N-acetyl-D-glucosamine 2-epimerase, UDP-hydrolysing
2576838130	392	6	376	2.0e-24	73.4	TIGR00236	UDP-N-acetylglucosamine 2-epimerase
2576838131	382	23	380	0.0e+00	555.8	TIGR04181	aminotransferase, LLPSF_NHT_00031 family
2576838132	326	4	298	0.0e+00	522.7	TIGR04180	NAD dependent epimerase/dehydratase, LLPSF_EDH_00030 family
2576838149	506	14	160	5.7e-33	101.4	TIGR02199	rfaE bifunctional protein, domain II
2576838149	506	186	499	7.3e-40	124.5	TIGR02198	rfaE bifunctional protein, domain I
2576838149	506	26	91	4.8e-18	52.9	TIGR00125	cytidyltransferase-like domain
2576838152	366	276	348	2.1e-10	27.2	TIGR04085	radical SAM additional 4Fe4S-binding SPASM domain
2576838153	362	3	357	2.5e-122	394.3	TIGR00492	alanine racemase
2576838154	463	18	455	0.0e+00	593.6	TIGR00665	replicative DNA helicase
2576838158	125	6	117	6.4e-47	144.7	TIGR00059	ribosomal protein L17
2576838159	337	23	319	1.1e-109	352.2	TIGR02027	DNA-directed RNA polymerase, alpha subunit, bacterial and chloroplast-type
2576838160	206	3	206	2.9e-81	258	TIGR01017	ribosomal protein S4, bacterial/organelle type
2576838161	128	9	125	1.2e-58	182.8	TIGR03632	30S ribosomal protein S11
2576838162	118	3	114	2.5e-57	178.5	TIGR03631	30S ribosomal protein S13
2576838163	37	1	37	3.0e-25	74.3	TIGR01022	ribosomal protein L36, bacterial type
2576838164	440	19	429	0.0e+00	423	TIGR00967	preprotein translocase, SecY subunit
2576838165	144	2	143	8.6e-49	151.2	TIGR01071	ribosomal protein L15, bacterial/organelle
2576838166	61	6	60	8.2e-23	66.1	TIGR01308	ribosomal protein L30, bacterial/organelle
2576838167	168	10	165	5.4e-65	204.1	TIGR01021	ribosomal protein S5, bacterial/organelle type
2576838168	117	3	117	4.3e-41	126.1	TIGR00060	ribosomal protein L18, bacterial type
2576838169	177	2	176	1.3e-77	245.5	TIGR03654	ribosomal protein L6, bacterial type
2576838173	105	1	103	6.9e-40	121.9	TIGR01079	ribosomal protein L24, bacterial/organelle
2576838174	122	1	122	1.4e-60	188.8	TIGR01067	ribosomal protein L14, bacterial/organelle
2576838175	87	8	79	1.0e-37	114.3	TIGR03635	30S ribosomal protein S17
2576838176	63	5	60	6.1e-26	76.5	TIGR00012	ribosomal protein L29
2576838177	137	2	127	9.9e-64	199.3	TIGR01164	ribosomal protein L16, bacterial/organelle
2576838178	223	1	211	2.1e-100	320.8	TIGR01009	ribosomal protein S3, bacterial type
2576838179	111	5	107	5.2e-46	141.4	TIGR01044	ribosomal protein L22, bacterial type
2576838180	90	1	90	1.6e-47	146	TIGR01050	ribosomal protein S19, bacterial/organelle
2576838181	275	3	274	0.0e+00	427	TIGR01171	ribosomal protein L2, bacterial/organellar
2576838183	206	17	203	4.3e-72	227.5	TIGR03953	50S ribosomal protein L4, bacterial/organelle
2576838184	216	4	207	5.3e-89	283.4	TIGR03625	50S ribosomal protein L3, bacterial
2576838185	103	4	102	5.5e-49	150.8	TIGR01049	ribosomal protein S10, bacterial/organelle
2576838186	396	1	396	0.0e+00	732.2	TIGR00485	translation elongation factor TU
2576838186	396	11	162	7.2e-18	52	TIGR00231	small GTP-binding protein domain
2576838187	698	1	698	0.0e+00	1203.3	TIGR00484	translation elongation factor EF-G
2576838187	698	9	188	1.2e-37	116.9	TIGR00231	small GTP-binding protein domain
2576838188	156	3	156	3.1e-71	224.4	TIGR01029	ribosomal protein S7, bacterial/organelle
2576838189	124	1	124	1.4e-72	227.5	TIGR00981	ribosomal protein S12, bacterial/organelle
2576838190	1397	15	1046	0.0e+00	1493.2	TIGR02386	DNA-directed RNA polymerase, beta' subunit, predominant form
2576838191	1364	8	1361	0.0e+00	1895.3	TIGR02013	DNA-directed RNA polymerase, beta subunit
2576838192	122	1	122	6.9e-52	161.3	TIGR00855	ribosomal protein L7/L12
2576838194	231	3	229	1.5e-107	344.2	TIGR01169	ribosomal protein L1, bacterial/chloroplast
2576838195	143	3	142	3.4e-71	223.8	TIGR01632	50S ribosomal protein L11
2576838196	177	5	177	7.2e-70	220.4	TIGR00922	transcription termination/antitermination factor NusG
2576838197	125	66	122	2.3e-19	55.3	TIGR00964	preprotein translocase, SecE subunit, bacterial
2576838199	396	1	396	0.0e+00	732.2	TIGR00485	translation elongation factor TU
2576838199	396	11	162	7.2e-18	52	TIGR00231	small GTP-binding protein domain
2576838203	189	2	188	2.0e-70	222.3	TIGR00447	aminoacyl-tRNA hydrolase
2576838204	199	7	177	9.1e-48	148.4	TIGR00731	ribosomal protein L25, Ctc-form
2576838205	317	6	316	1.9e-123	397.2	TIGR01251	ribose-phosphate pyrophosphokinase
2576838207	292	11	288	1.8e-83	266.5	TIGR00154	4-diphosphocytidyl-2C-methyl-D-erythritol kinase
2576838208	197	3	191	4.2e-30	90.8	TIGR00548	outer membrane lipoprotein LolB
2576838210	419	3	416	0.0e+00	467.6	TIGR01035	glutamyl-tRNA reductase
2576838211	361	1	361	0.0e+00	565.1	TIGR00019	peptide chain release factor 1
2576838212	284	1	281	4.7e-83	265.5	TIGR00536	HemK family putative methylases
2576838212	284	25	275	4.5e-93	298.3	TIGR03534	protein-(glutamine-N5) methyltransferase, release factor-specific
2576838218	554	251	527	8.5e-77	244	TIGR02519	pilus (MSHA type) biogenesis protein MshL
2576838223	328	4	323	0.0e+00	469.8	TIGR00874	transaldolase
2576838226	661	5	661	0.0e+00	962.7	TIGR00232	transketolase, bacterial and yeast
2576838227	177	3	177	3.4e-65	205.4	TIGR03127	6-phospho 3-hexuloisomerase
2576838228	213	5	210	7.2e-87	276.4	TIGR03128	3-hexulose-6-phosphate synthase
2576838230	275	10	245	2.6e-52	166	TIGR01460	Haloacid Dehalogenase Superfamily Class (subfamily) IIA
2576838230	275	6	269	2.7e-52	165.9	TIGR01452	phosphoglycolate/pyridoxal phosphate phosphatase family
2576838230	275	7	268	1.4e-67	215.8	TIGR01457	HAD-superfamily subfamily IIA hydrolase, TIGR01457
2576838231	329	1	325	0.0e+00	436.8	TIGR02363	dihydroxyacetone kinase, DhaK subunit
2576838232	215	8	205	1.3e-64	203.5	TIGR02365	dihydroxyacetone kinase, phosphoprotein-dependent, L subunit
2576838233	211	2	208	2.1e-49	154	TIGR00498	SOS regulatory protein LexA
2576838239	155	10	33	3.9e-14	38.2	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2576838243	478	2	478	0.0e+00	599.6	TIGR00133	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit
2576838244	483	9	474	0.0e+00	612.5	TIGR00132	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit
2576838245	95	3	95	9.3e-32	95.5	TIGR00135	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit
2576838246	347	9	341	0.0e+00	518.5	TIGR00904	cell shape determining protein, MreB/Mrl family
2576838247	403	49	329	7.8e-58	181.8	TIGR00219	rod shape-determining protein MreC
2576838248	161	6	153	1.7e-38	118.1	TIGR03426	rod shape-determining protein MreD
2576838249	612	19	610	0.0e+00	769.5	TIGR03423	penicillin-binding protein 2
2576838250	377	26	372	0.0e+00	437.2	TIGR02210	rod shape-determining protein RodA
2576838251	340	42	332	1.7e-113	364.5	TIGR02282	lytic murein transglycosylase B
2576838252	265	71	263	1.2e-53	168.2	TIGR00413	rare lipoprotein A
2576838254	280	5	277	6.9e-81	257.4	TIGR01121	D-amino acid aminotransferase
2576838256	202	21	201	7.4e-63	197.6	TIGR00214	lipoate-protein ligase B
2576838257	320	24	320	0.0e+00	439.9	TIGR00510	lipoate synthase
2576838259	145	1	118	7.5e-48	147.9	TIGR00632	DNA mismatch endonuclease Vsr
2576838263	340	2	332	8.4e-56	175.9	TIGR00675	DNA-methyltransferase (dcm)
2576838269	74	9	72	2.6e-12	32.8	TIGR02574	putative addiction module component, TIGR02574 family
2576838274	1226	11	1194	0.0e+00	1811.8	TIGR02082	5-methyltetrahydrofolate--homocysteine methyltransferase
2576838281	485	84	468	5.3e-96	308	TIGR00933	potassium uptake protein, TrkH family
2576838283	295	3	292	2.7e-122	393.6	TIGR01019	succinyl-CoA synthetase, alpha subunit
2576838284	397	1	386	0.0e+00	503	TIGR01016	succinyl-CoA synthetase, beta subunit
2576838290	349	56	348	8.6e-60	188.3	TIGR01730	RND family efflux transporter, MFP subunit
2576838291	1030	5	1030	0.0e+00	521.7	TIGR00914	heavy metal efflux pump, CzcA family
2576838292	321	29	305	4.1e-70	222.3	TIGR01297	cation diffusion facilitator family transporter
2576838294	223	3	220	4.4e-102	326.4	TIGR01387	heavy metal response regulator
2576838295	462	8	457	1.3e-130	422.4	TIGR01386	heavy metal sensor kinase
2576838296	263	6	255	2.3e-53	167.2	TIGR00245	TIGR00245 family protein
2576838298	326	2	321	0.0e+00	489	TIGR01759	malate dehydrogenase
2576838306	721	27	642	0.0e+00	873.3	TIGR03904	uncharacterized radical SAM protein YgiQ
2576838331	221	4	217	3.1e-66	209	TIGR01855	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
2576838336	231	12	203	3.8e-26	79.2	TIGR01488	Haloacid Dehalogenase superfamily, subfamily IB, phosphoserine phosphatase-like
2576838336	231	12	215	1.4e-43	136.5	TIGR01490	HAD-superfamily subfamily IB hydrolase, TIGR01490
